overlap 1311877814.225379005.pcd 1311877814.991204594.pcd 1311877815.626325917.pcd 1311877816.191596080.pcd 1311877816.726856674.pcd 1311877817.230681042.pcd 1311877817.759971404.pcd 1311877818.289499370.pcd 1311877818.789311350.pcd 1311877819.329949190.pcd 1311877819.825314155.pcd 1311877820.325350410.pcd 1311877820.825342532.pcd 1311877821.325501568.pcd 1311877821.825323763.pcd 1311877822.325299053.pcd 1311877822.825124819.pcd 1311877823.325110720.pcd 1311877823.825152571.pcd 1311877824.325294664.pcd 1311877824.825291830.pcd 1311877825.325706314.pcd 1311877825.825235831.pcd 1311877826.325274483.pcd 1311877826.825260740.pcd 1311877827.325477449.pcd 1311877827.825228917.pcd 1311877828.325219855.pcd 1311877828.825255886.pcd 1311877829.325196674.pcd 1311877829.826436479.pcd 1311877830.325467473.pcd 1311877830.825327741.pcd 1311877831.325501186.pcd 1311877831.825165174.pcd 1311877832.325579491.pcd 1311877832.825341801.pcd 1311877833.325693964.pcd 1311877833.824972489.pcd 1311877834.325080360.pcd 1311877834.825085055.pcd 1311877835.325089147.pcd 1311877835.826887247.pcd 1311877836.325154830.pcd 1311877836.824952923.pcd 1311877841.418954814.pcd 1311877842.686819475.pcd 1311877844.054608279.pcd 1311877845.026382454.pcd 1311877846.192321762.pcd 1311877848.028878587.pcd 1311877849.529534428.pcd 1311877851.497032403.pcd 1311877852.830864546.pcd 1311877853.833211808.pcd 1311877855.032650349.pcd 1311877856.136239127.pcd 1311877857.237007878.pcd 1311877858.272134596.pcd 1311877859.239050928.pcd 1311877860.041779563.pcd 1311877861.108458085.pcd 1311877862.275977410.pcd 1311877863.306565849.pcd 1311877864.411226960.pcd 1311877865.546452001.pcd 1311877866.450704245.pcd 1311877867.817044363.pcd 1311877868.786553198.pcd 1311877869.685458052.pcd 1311877870.915736758.pcd 1311877872.053070236.pcd 1311877873.220221819.pcd 1311877874.786229144.pcd 1311877875.785934123.pcd 1311877877.292452926.pcd 1311877878.759775829.pcd 1311877880.158773919.pcd 1311877881.264290439.pcd 1311877882.495384969.pcd 1311877883.900238365.pcd 1311877885.570354119.pcd 1311877887.201421467.pcd 1311877888.702302063.pcd 1311877890.142269515.pcd 1311877891.241621506.pcd 1311877892.173677233.pcd 1311877893.206246226.pcd 1311877894.176908622.pcd 1311877895.045540991.pcd 1311877896.080359449.pcd 1311877897.280676270.pcd 1311877898.517846122.pcd 1311877899.379783080.pcd 1311877903.919481409.pcd 1311877904.989713554.pcd 1311877906.225730388.pcd 1311877907.357351063.pcd 1311877908.592193168.pcd 1311877909.858177170.pcd 1311877910.826013154.pcd 1311877912.329261111.pcd 1311877913.363138834.pcd 1311877914.498730397.pcd 1311877915.230230277.pcd 1311877916.466059355.pcd 1311877918.036662534.pcd 1311877919.305554825.pcd 1311877921.341264479.pcd 1311877922.909657718.pcd 1311877924.376777023.pcd 1311877925.844092644.pcd 1311877926.813168768.pcd output.pcd 
1311877819.825314155.pcd 0.0 0.008100743795566684 0.022116193348087797 0.00286820593718629 0.028127797954271495 0.024864244712229797 0.010383680683408204 0.04894942267665629 0.32253750954453664 0.12596075209010818 1.0 0.27257258692795766 0.2268673377234972 0.13198398455819937 0.08050743989364383 0.03314328239037833 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.013193747311056934 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.6511447630047946e-05 0.0 4.263549366087728e-05 0.0 3.488358572253596e-05 0.0 0.0002674408238727757 0.00024806105402692236 0.0005775171414064286 6.201526350673059e-05 3.875953969170662e-05 0.0 0.0011860419145662225 0.0018643338591710886 0.00015503815876682648 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
1311877820.325350410.pcd 0.0 0.0 0.0 0.00028538152424586 0.0011376695898990367 0.0013189254228660019 0.0024450254915118277 0.005264132170210796 0.050281139366453016 0.04094067920802771 0.2880425141340985 1.0 0.3747020848277298 0.08621221587184055 0.06557990297028175 0.03920139451296172 0.001484755227495353 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.027045684182921845 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.013459209724568e-05 0.00032009008800549165 0.0003123770738366846 0.00014654726920733353 0.00024295994631742137 1.5426028337614056e-05 4.627808501284217e-05 0.00015426028337614056 0.0003895072155247549 6.170411335045622e-05 0.000134977747954123 0.0 0.000539910991816492 0.004485117739161287 0.003933637226091584 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
1311877820.825342532.pcd 0.0 0.0 0.0 0.0 0.0 0.0011425703973906162 0.0004670642502846776 0.0025013027618551328 0.06686352845810897 0.01035647424391562 0.2650068515623492 0.4077316503580183 1.0 0.19071661552120125 0.14266303823364793 0.0995966263292996 0.021222473124505432 0.027857873506648912 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0005018045664215544 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.720070252639298e-06 0.0 0.00015826144017910563 8.878080790535194e-05 0.0007913072008955282 0.0012622314863065254 0.003701773686140544 0.0034971918244456023 0.005674251635689884 0.003558952386466717 0.0003589832667477274 0.0006484859012217011 0.0 0.00039372358288460426 0.004801883697141644 0.002918186555497655 0.003207689189971629 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
1311877821.325501568.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.03708216327446293 0.08764417832857574 0.05518036312438596 0.17203539959927902 0.09794843231451182 0.2098872875521208 1.0 0.3676266951348759 0.20562092413376964 0.12941818097426258 0.07885229795694183 0.03984388900492779 0.005039956059937958 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00010830296982215105 0.00020113408681256623 0.0006072702236456326 0.0005608546651504251 0.0005763265179821609 0.0003171729830505852 0.0052604299627901936 0.004258627491935296 0.004347590645717778 0.0030363511182281634 7.735926415867931e-06 0.00022434186606017003 0.0 0.0004448157689124061 0.0018334145605606999 0.009468773933022348 0.010184347126490132 8.122722736661329e-05 0.0013421832331530863 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
1311877821.825323763.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.013592763003977229 0.018228963581065273 0.12602355143102237 0.09034937222178897 0.18301879435389534 0.4251540201200967 1.0 0.3307416361225922 0.1856429852608594 0.14315682757545037 0.08632535288154099 0.0347578569757467 0.006850970911643141 0.023122514232238947 0.007198003587304063 0.00015207049832332528 2.7294704827263512e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.89924354675193e-06 1.169773064025579e-05 0.0 3.89924354675193e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0008851282851126881 0.0008305388754581611 0.0012048662559463463 0.0013374405365359121 0.0013140450752554004 0.0013374405365359121 0.0014271231381112065 0.004472432348124463 0.004230679248225845 0.003345550963113156 0.0017585588395851205 7.79848709350386e-06 0.0 0.0 0.0002885440224596428 0.000616080480386805 0.007934960617640178 0.009346486781564377 0.0012126647430398504 0.004289167901427123 0.00021445839507135616 0.0 0.0 0.0 0.0 0.0 1.0 
1311877822.325299053.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.06052300748826786 0.06677364192180656 0.15132703975262948 0.27602348770565405 0.3852553741400985 1.0 0.2927139700313117 0.22410535110528082 0.14341321339611296 0.07359038628218043 0.021406763647153444 0.060917332333856496 0.02071181490938337 0.00017959349403046842 0.017506461461578703 0.005305816486682752 0.007238398650706271 0.002221493437029055 0.000171785081246535 4.6850476703600456e-05 0.00017959349403046842 7.417992144736739e-05 3.123365113573364e-05 0.0 0.0 0.0 0.0 3.123365113573364e-05 7.80841278393341e-06 3.904206391966705e-06 1.1712619175900114e-05 0.0 1.1712619175900114e-05 1.1712619175900114e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00035137857527700345 0.0003279533369252032 0.0007964581039612078 0.0020731335941343203 0.0018544980361841848 0.0022332060562049554 0.002237110262596922 0.003384946941835133 0.0037909844065996704 0.004411753222922377 0.0017959349403046843 0.0 0.0 0.0 0.0006559066738504064 0.00013664722371883468 0.004482028937977777 0.007195452380394637 0.0026158182826176925 0.008218354455089914 0.0016553835101938829 2.3425238351800228e-05 0.0 0.0 0.0 0.0 1.0 
1311877822.825124819.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0020468722083692606 0.03695633598222678 0.198686428499297 0.2456324330202823 0.330129026745279 1.0 0.24809877809108777 0.23626420575920704 0.16778914497448208 0.0997141370122657 0.11564633776887046 0.07903179448936946 0.009038086582306013 0.04678287618559344 0.029386404418447483 0.006750405878834487 0.014106717003410159 0.007096082589545804 0.008136996729665277 0.00790395625053405 0.005340510980090575 0.0028120217815167828 0.00038451679056652143 0.0016468193858606573 0.00043500889437828684 0.0002990686148850722 0.001188506443569248 0.00015924432740633716 0.0004427769103493277 0.001308910691120381 7.768015971040837e-05 0.0005165730620742157 2.7188055898642927e-05 0.00018643238330498006 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.942003992760209e-05 0.0 0.0 0.0 0.0003767487745954806 0.0005748331818570219 0.0014331989466570343 0.0025323732065593127 0.0015264151383095244 0.0025595612624579557 0.0021595084399493526 0.005833779994251668 0.0027731817016615787 0.007022286437820916 0.00547645125958379 0.0 0.0 0.0 0.0 0.0 0.005674535666845331 0.007834044106794684 0.005565783443250759 0.00845160137649243 0.003779139769911367 0.0005437611179728585 0.0 0.0 0.0 0.0 1.0 
1311877823.325110720.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05820499824554563 0.13003625872353697 0.21467503606378416 0.2945650902569301 0.28481032398923933 1.0 0.3038481032398924 0.1481422277671644 0.06503177511793833 0.16199851846075872 0.04340909976997154 0.011626184256696167 0.0631564583414558 0.012164216928535226 0.032496393621583686 0.0056259503294475415 0.0037350384030566492 0.005661039416741394 0.0032866778431907676 0.003130726344106983 0.0016764786151506881 0.00019104058637763656 0.0015205271160669033 0.00024172482357986665 7.407696206479785e-05 0.0005575266092245312 0.00015985028656087955 0.0001988381613318258 0.00027291512339662363 6.62793871106086e-05 0.00011306483683574408 5.0684237202230105e-05 4.288666224804086e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.797574954189248e-06 0.0 0.0 0.0 0.000612109633903856 0.0007953526453273032 0.0032827790557136733 0.005996335139771531 0.0053218449062341616 0.005579164879722406 0.005419314593161527 0.0063355296502787635 0.010581309212834808 0.007649421030059652 0.002440640960661234 0.0 0.0 0.0 0.0 0.0 0.008885336660298648 0.0074700768061132985 0.006308238137939101 0.011633981831650356 0.0016335919529026472 0.00037428359780108386 0.0 0.0 0.0 0.0 1.0 
1311877823.825152571.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.07885915304102285 0.15044998146439192 0.2175094452726312 0.31381178864674286 0.3536396835537888 1.0 0.35763469865833747 0.1957517963764858 0.2353154602746425 0.15434245916250602 0.020700724860588566 0.12766695850390036 0.07155927845215841 0.021939061230606627 0.03775348429994558 0.03417650631393799 0.03424355000276062 0.02874991126570597 0.02567378907266747 0.018358139498197708 0.004105440003785997 0.014284249465622362 0.003647965421231553 0.002074410607100321 0.00473249568159769 0.0003588809225211582 0.0017313046701844885 0.004204033663819282 0.0005836744673970485 0.0017667983877964711 0.00014197487044793073 0.0009819928539315209 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00028394974089586145 0.0009977678395368464 0.0 0.0 0.00015380610965192495 0.0011870676668007541 0.0021848355063376003 0.0015577798285259065 0.005663219832311903 0.0036558529140342157 0.006392812916558213 0.004286852338247242 0.014363124393648992 0.008952304331022298 0.016145697767050788 0.009382172688767421 0.0 0.0 0.0 0.0 0.0 0.01265548220187249 0.018519833100652295 0.01307351932041362 0.01452876174250491 0.0054068763162253616 0.0019087732582444019 1.5774985605325634e-05 0.0 4.73249568159769e-05 0.0 1.0 
1311877824.325294664.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010071403823867913 0.07277375780045957 0.13012779412760297 0.26081710187290674 0.19642622467712967 0.4216768150629015 1.0 0.33909847196613396 0.2566913706109348 0.2587183949471739 0.04611181687487804 0.15754638460895157 0.10843584607358617 0.013639603834222065 0.05800316199866989 0.05103402135344694 0.04394939209181743 0.041133859271147356 0.03465853202021449 0.02886418936947198 0.01398606968344172 0.022313197162962404 0.012213916776513598 0.008112079711039517 0.011740015212638438 0.0027398678650933667 0.006833740198401478 0.009103688865702668 0.0027597796955082894 0.006439485956186008 0.0005973549124476817 0.003556252912105198 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.778839299581453e-05 0.0011867450927293942 0.0 0.0 0.00022301250064713448 0.002230125006471345 0.0022580015690522367 0.0009358560295013679 0.0036319178676819043 0.002070830363151963 0.004452285280776721 0.0030903160803960063 0.01490599624861115 0.007084629261629505 0.017116209424667572 0.014448024149067927 0.0 0.0 0.0 0.0 0.0 0.011369655166920874 0.019402087556300702 0.017434798711306335 0.018697208759612435 0.010736458959726332 0.004830610058660253 0.0003663776796345781 0.00013938281290445907 0.00044602500129426896 0.00022301250064713448 1.0 
1311877824.825291830.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.015923964982600174 0.04613473876068083 0.18112754091882366 0.09880600505663512 0.27396558746083527 0.41494651015561046 1.0 0.28381675141436585 0.34446008121262467 0.19423285522458475 0.15817912746833554 0.13413793242496702 0.03725135186357569 0.07357525071474368 0.054417297401921846 0.039936933195156274 0.03913045231480175 0.030331745910133837 0.029464778963752717 0.028658298083398186 0.02004911468561359 0.023226649354210434 0.019282957849276788 0.01814178740357513 0.007923674649483247 0.01056489953264433 0.00872209072103423 0.010891524289187915 0.01075039013512587 0.005943764088212879 0.005786500316543745 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.032404401772645e-05 0.0009758418652289801 0.0 0.0 0.0005282449766322165 0.002338794553028134 0.0019234568996455517 0.0005645366162481703 0.0018105495763959176 0.0007661568363368026 0.0025121879423043577 0.001669415422333875 0.01135928319979354 0.004040469210576191 0.014125512619409576 0.016073163945465763 0.0 0.0 0.0 0.0 0.0 0.008258364214830376 0.016589311708892662 0.015609437439261908 0.016532858047267843 0.014137609832614893 0.007826896943840703 0.0026533220963664006 0.0009113233948006178 0.00257670641273272 0.001338758261388518 1.0 
1311877825.325706314.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.060346355929471684 0.14136285981368663 0.241913257905425 0.29590545724140155 0.4029671534023144 0.3864552106501628 0.34299149018470165 1.0 0.3054145311543049 0.08171356735325404 0.2503747219804661 0.11064774522128744 0.10442252522322149 0.055039809173838765 0.03775827611771911 0.03460335879831093 0.022080391967250104 0.019404957612094254 0.01040357154369339 0.0014344196241498244 0.008469522612255424 0.001148341553041292 0.0015432098765432098 0.0033201173323018406 6.849756632176127e-05 0.0011926635077200787 0.0017406440382941688 0.0007413854237178867 0.0014706830416142862 0.00012490732682203526 0.00037069271185894337 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0005197756503239532 0.00126116107404184 0.0 0.0 0.0006084195596815266 0.0025303806852980046 0.0023128001805112334 0.0023571221351900203 0.008199561615575541 0.005649034587241724 0.0090618250975083 0.007297005447571157 0.015395835347967637 0.014944557263965446 0.01647970860329433 0.0067732005286400415 0.0 0.0 0.0 0.0 4.029268607162428e-06 0.015150049962930729 0.02019469425909809 0.01465444992424975 0.018663572188376366 0.004456371079521645 0.0012168391193630532 4.8351223285949136e-05 1.611707442864971e-05 6.849756632176127e-05 4.029268607162428e-06 1.0 
1311877825.825235831.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.019472920093463582 0.058217676842829164 0.20231406819945869 0.09126372897169951 0.2993770435104342 0.4375093001089872 0.4905752192814887 0.36188584091082754 1.0 0.3407962099793688 0.23729052132892023 0.19214326792759387 0.03479949970440735 0.10850462290822954 0.08024837826207606 0.06331715281939088 0.06231977896908543 0.04678005091432639 0.04192589673158981 0.034409397835537876 0.028264287983655937 0.02770125435848351 0.02131082271277644 0.022774710138224755 0.005859571370544494 0.013914973879261461 0.014417682473165416 0.006800641858332696 0.011067632403389462 0.001226608969125649 0.007017811970899205 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.815168125862145e-05 0.0005147736001576494 0.0011220455815936265 0.0 0.0 0.0007158570377192312 0.0018660543005714792 0.0021153977631478407 0.0006474886689482935 0.002328546206963117 0.0011984572878670275 0.0037200435948892634 0.00238484956948036 0.016685903648860058 0.005385014457899161 0.022058853100505524 0.026024218489219916 0.0 0.0 0.0 0.0 0.0 0.01214141795996831 0.02436326929496125 0.022259936538067106 0.022545475019404553 0.01917933827462367 0.010042106871825395 0.0018057292693030047 0.00032977683760099415 0.00132715068790644 0.0006394453314458301 1.0 
1311877826.325274483.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00019324605053384222 0.00020934988807832906 0.023346538480119812 0.026096268740840943 0.03523117058795111 0.07011610866869575 0.3112509461004557 0.10133742370806963 0.38714430648823617 1.0 0.09745237290046219 0.10851570929352465 0.03934167512118138 0.054982527336264235 0.029441840990708085 0.02096317052353576 0.019924473001916358 0.011417620819041177 0.012114111792840233 0.025053545259835417 0.006256340886033142 0.016083707747556242 0.018849541845821858 0.012347617437235293 0.021840829669710293 0.014674621962413642 0.008607501167528222 0.010962687408409425 0.005479330724511651 0.010153469571798959 0.006377119667616793 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.623363447509542e-05 0.0011997358970642705 0.001163502262589175 4.025959386121713e-06 0.0 0.0008776591461745333 0.0021257065558722642 0.0022303814999114287 0.0002616873600979113 0.0005314266389680661 0.0003140248321174936 0.00033818058843422386 0.00019727200991996393 0.004565437943862023 0.0007890880396798557 0.005825563231718118 0.010930479733320451 0.0 0.0 0.0 0.0 0.0 0.0018559672770021097 0.008945681755962446 0.00909464225324895 0.009549575663880703 0.01442903843986022 0.009030226903071002 0.00770971222442308 0.006067120794885421 0.005072708826513358 0.004094400695685782 1.0 
1311877826.825260740.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.60451285008831e-05 0.06495332155859136 0.14688790365537654 0.19644595032981294 0.3286755017281637 0.35277767765242085 0.2861582701542331 0.433646925951291 0.3223235490834525 0.11057043418359787 1.0 0.27099528609819495 0.17259609030506193 0.11249684605125618 0.09556364568439686 0.0757989002230793 0.07379238806986346 0.059638667611850035 0.04785591560633914 0.02069390877378478 0.0370263569989627 0.020637838573894517 0.014574246957190402 0.017373751937425658 0.004245315134548454 0.009688129538181803 0.012735945403645364 0.003876853820983872 0.00858675061176593 0.0010733438264707413 0.005843315831420939 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00015219054255928422 0.0016420558539291192 0.0017261611537645132 0.0 0.0 0.0013056346545875436 0.0025111439522281895 0.0030598309082971883 0.0006768474129610272 0.00573518044591829 0.0029677155799060426 0.008282369526647362 0.0052746038039625616 0.026913695947326052 0.01296423121748429 0.029617080584892284 0.019644595032981292 0.0 0.0 0.0 0.0 0.0 0.020553733274059124 0.03317353326364608 0.028707942343814456 0.028679907243869325 0.01596398691161334 0.008807026397049106 0.001606010725428236 0.00044455658484422495 0.0012735945403645364 0.0005446819417911225 1.0 
1311877827.325477449.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.016039361986226543 0.10531192593731539 0.034211101310177953 0.20840650314394155 0.299443235063243 0.33051848734735495 0.2137637471575046 0.3491595924610143 0.16556473606266842 0.3431509011013911 1.0 0.1939330425423441 0.31131495253740765 0.2138406260368533 0.15150803991227715 0.11623277306164068 0.09131187738223369 0.07601298039183951 0.048093808417832666 0.05063485769314807 0.03742787547240048 0.025847488488399382 0.030019179257269102 0.0034069482321904005 0.010487897645887789 0.014246870220359146 0.002152608621764006 0.0062312354840537015 0.00037225562632009127 0.004547992651997637 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0004491345056688058 0.0025734193297780226 0.0031682190805286028 8.092513615654158e-06 4.450882488609787e-05 0.0016670578048247565 0.002229487501112721 0.00281214848143982 0.0005057821009783849 0.004135274457599275 0.001784399252251742 0.0060208301300466935 0.0037630188312791834 0.02763998025426678 0.01013991956041466 0.035590874881646986 0.03206253894522178 0.0 0.0 0.0 0.0 0.0 0.022505280365134214 0.03890071295044954 0.0362504147413228 0.0359064829126575 0.021615103867412257 0.010067086937873773 0.0011248593925759281 0.0003884406535513996 0.0008901764977219574 0.00028323797654789554 1.0 
1311877827.825228917.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.03587291040078338 0.023575750157375674 0.13187644261033785 0.06663548296845492 0.035942855144435897 0.0951816814716374 0.2542578862698468 0.06835350073441981 0.07016332097642862 0.28480188151360425 0.2551759110302861 1.0 0.16416905644540813 0.1219617751975939 0.04683674896831503 0.016869797859690845 0.010434881443659508 0.009175876057914248 0.004410890396586696 0.004878645869762888 0.0027322165489263484 0.002365006644750647 0.002111456949010282 0.0015125550814856263 0.0013551794082674686 0.0012152899209624396 0.0004983562985241659 0.0004546408337413443 0.0006819612506120165 0.0010535427012659999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001556270546268448 0.002360635098272365 0.002644785619360705 0.00010491711547877177 9.18024760439253e-05 0.00127649157165839 0.0016524445687906553 0.0037114429600615512 0.0023999790165769043 0.004493949779674058 0.004869902776806323 0.004078652864237252 0.004834930404980065 0.0057136112471147795 0.012284045603972862 0.006286283835769742 0.0017486185913128628 0.0 0.0 0.0 0.0 0.0 0.006723438483597958 0.006583548996292928 0.005840386094984962 0.006636007554032314 0.0017355039518780163 0.0010797719801356929 0.0011060012590053858 0.0010666573407008464 0.001250262292788697 0.0013420647688326221 1.0 
