overlap 1311877977.913521548.pcd 1311877978.413261704.pcd 1311877978.913364175.pcd 1311877979.413486189.pcd 1311877979.913186829.pcd 1311877980.413271843.pcd 1311877980.913449772.pcd 1311877981.413966332.pcd 1311877981.913490229.pcd 1311877982.413358758.pcd 1311877982.913720969.pcd 1311877983.413326192.pcd 1311877983.913158829.pcd 1311877984.413260991.pcd 1311877984.913448964.pcd 1311877985.413186340.pcd 1311877985.913466362.pcd 1311877986.413805624.pcd 1311877986.913399450.pcd 1311877987.413251256.pcd 1311877987.913317487.pcd 1311877988.413341687.pcd 1311877988.913144100.pcd 1311877989.413183667.pcd 1311877990.045910435.pcd 1311877990.613360845.pcd 1311877991.381472609.pcd 1311877992.145355200.pcd 1311877992.915204959.pcd 1311877993.515915455.pcd 1311877994.245272196.pcd 1311877994.851547682.pcd 1311877995.482895018.pcd 1311877996.149588245.pcd 1311877996.881722927.pcd 1311877997.413414901.pcd 1311877997.913031100.pcd 1311877998.413085025.pcd 1311877998.913084884.pcd 1311877999.413111309.pcd 1311877999.912887758.pcd 1311878000.413021376.pcd 1311878000.913078958.pcd 1311878001.412900789.pcd 1311878001.913061553.pcd 1311878002.413051547.pcd 1311878002.912842635.pcd 1311878003.412829146.pcd 1311878003.916859696.pcd 1311878004.416857264.pcd 1311878004.916798830.pcd 1311878005.416898313.pcd 1311878005.916916207.pcd 1311878006.416765302.pcd 1311878006.916911054.pcd 1311878007.416739415.pcd 1311878007.916757408.pcd 1311878008.416883803.pcd 1311878008.916832658.pcd 1311878009.416624944.pcd 1311878009.916847863.pcd 1311878010.416760630.pcd 1311878010.916860226.pcd 1311878011.416686707.pcd 1311878011.916757612.pcd 1311878012.416841708.pcd 1311878012.916702147.pcd 1311878013.416594433.pcd 1311878013.916760920.pcd 1311878014.416698005.pcd 1311878014.916627300.pcd 1311878015.416753850.pcd 1311878015.916479078.pcd 1311878016.416706986.pcd 1311878016.916756461.pcd 1311878017.416621070.pcd 1311878017.916603725.pcd 1311878018.416634987.pcd 1311878018.916738987.pcd 1311878019.416709866.pcd 1311878019.916992351.pcd 1311878020.416806468.pcd 1311878020.917095002.pcd 1311878021.416795219.pcd 1311878021.918300567.pcd 1311878022.416870637.pcd 1311878022.916648841.pcd 1311878023.416579397.pcd 1311878023.916636780.pcd 1311878024.416954902.pcd 1311878024.919119424.pcd 1311878025.453110329.pcd 1311878025.952578753.pcd 1311878026.485283138.pcd 1311878027.252252402.pcd 1311878028.016929111.pcd 1311878028.785896213.pcd 1311878029.416843446.pcd 1311878029.918437257.pcd 1311878030.484353143.pcd 1311878031.020700170.pcd 1311878031.522514648.pcd 1311878032.020372911.pcd 1311878032.521522728.pcd 1311878033.052407257.pcd 1311878033.552322017.pcd 1311878036.751372637.pcd 1311878039.133184373.pcd 1311878040.130379780.pcd 1311878041.165624176.pcd 1311878042.301372353.pcd 1311878043.633576253.pcd 1311878044.873444295.pcd 1311878045.971172342.pcd 1311878047.105261052.pcd 1311878048.509209765.pcd 1311878049.976938677.pcd 1311878050.973596303.pcd 1311878052.113141470.pcd 1311878053.312896779.pcd 1311878054.610020637.pcd 1311878056.016844596.pcd 1311878057.483865679.pcd 1311878058.881670570.pcd 1311878059.920997722.pcd 1311878060.985125888.pcd 1311878062.689146021.pcd 1311878064.154318074.pcd 1311878066.028658109.pcd 1311878067.892915939.pcd 1311878069.630109597.pcd 1311878070.695859772.pcd 1311878071.764567719.pcd 1311878072.900498172.pcd 1311878073.836115400.pcd 1311878074.904122485.pcd 1311878076.104343784.pcd 1311878077.502955767.pcd 1311878078.472421449.pcd 1311878079.440795390.pcd 1311878080.540485521.pcd 1311878081.743486715.pcd 1311878082.710759201.pcd 1311878084.009107291.pcd 1311878084.976197947.pcd 1311878087.124652811.pcd 1311878087.624133648.pcd 1311878088.124396737.pcd output.pcd 
1311877997.913031100.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.40415323635538e-05 0.00041463258123590127 0.00024680510787851266 0.0014265335235378032 0.010518833697782209 0.0035539935534505823 0.012389616415501336 0.026427890951631134 0.03060383337693557 0.027573066652187433 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.007715127672282306 0.022933130624071395 0.057870861695353645 0.3962307923924794 0.6541914911471007 1.0 0.6223832488437181 0.3542294991337141 0.22634496443538396 0.10423566926141103 0.06295504691765101 0.0668052066005558 0.057046532635039414 0.05598033456900424 0.05735750707096634 0.07269397647453711 0.0807595674000069 0.06740741106377937 0.06598581364239914 0.07040362507342451 0.05591122913879826 0.08444189960955432 0.07085281036976342 0.06689405643939207 0.07493003075191644 0.02825424874993213 0.025652922912892607 0.012967140367937054 0.016792619540054 4.442491941813228e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.002690175675875788 0.008277843318245314 0.010079520605758457 0.007231389660840421 0.0012340255393925633 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
1311877998.413085025.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00017343964541228048 0.0011899886782453688 0.00047695902488377137 0.0012526196613109146 0.004803314624334546 0.0023992484282032134 0.006619613133235372 0.029320935610531642 0.023631151687423215 0.03523233685833353 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.008349191819430057 0.019969648062052852 0.04828848794353576 0.419772119577 0.5961024257461518 0.8351986124828367 1.0 0.4453159251318864 0.2601257437429239 0.12564256979741287 0.0753691614674921 0.07899212294943753 0.06896153012309397 0.06758846626358009 0.06905788548165635 0.08504805723508299 0.10096114470165972 0.08393515284368752 0.08444583624406812 0.08810733986943849 0.06976609736708983 0.10429985787584611 0.09088237419603498 0.08657047190036855 0.08881073398694385 0.03542504757545829 0.03209115216920001 0.018601401970467082 0.02533182376604919 0.00032760821911208537 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.4453303784356708e-05 0.005304362488858912 0.011981788837231711 0.014496663695709778 0.01083997783826753 0.001430877074651314 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
1311877998.913084884.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0009569117846948484 8.69919804268044e-05 0.0005110778850074759 0.0047519369308141905 0.004224548049476689 0.008633954057360338 0.03296452358298219 0.030811472067418785 0.04204974853880658 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0011363327443251324 0.025021068370259615 0.042207421503330164 0.07922794617371211 0.35548729101535953 0.49454397172760634 0.6478401522359657 0.6754546690226995 1.0 0.465048253364143 0.19231208372978115 0.139991844501835 0.14646187304607858 0.13232023922794617 0.12858502106837025 0.13297811607992388 0.157053146663042 0.14331385075438358 0.10913143944542612 0.11037107516650808 0.13406551583525894 0.09508223460649722 0.1575152915590594 0.1255837977436455 0.1227946173712111 0.15889085224955823 0.09086856055457387 0.08543699877667528 0.05318472203343754 0.0606497213538127 0.023585700693217346 0.0011798287345385348 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.7184993883376375e-05 0.001462552670925649 0.013951338860948756 0.015229033573467447 0.01690362919668343 0.015566127497621313 0.004735625934484165 0.003196955280685062 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
1311877999.413111309.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.017535097273455e-05 2.4070140389093818e-05 0.00036706964093368073 0.0004814028077818764 0.0016066818709720124 0.0030508902943176416 0.033132548245587645 0.012179491036881472 0.03990829276511755 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010446440928866717 0.03187488341025749 0.0665358855705526 0.0854851035918667 0.2680872061186297 0.44053772693629234 0.531083577544966 0.5178269477256726 0.6530409613614071 1.0 0.40263327335856686 0.2992279502470198 0.30171920977729105 0.2844127788375326 0.28364855188017885 0.2868258104115392 0.3000042122745681 0.31656446886226464 0.2250377600327354 0.23188571497343258 0.2965862523393168 0.19718860760255383 0.34318002659750513 0.29061083998772425 0.28822789608920396 0.27300954982819936 0.22824510623958214 0.2196641011908702 0.16791329935431848 0.19147796679524134 0.10211757060073053 0.04927759491157232 0.03630980677694803 0.018473832748629505 0.0 0.0 0.0 0.0 0.0 0.002184365240310264 0.02760243349119334 0.03924636390441747 0.08049656699622701 0.0821995294287554 0.09376523188571498 0.08189865267389172 0.055571936623320356 0.04469223316744995 6.619288607000801e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.4070140389093818e-05 0.0 0.0 0.0 1.0 
1311877999.912887758.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004888789860676042 0.00011796007706725036 0.003846809179915331 5.898003853362518e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.553337614847242e-06 0.0044497162404812775 0.014764669646250835 0.04093214674233587 0.016212957259132077 0.05053933968570193 0.3113883901070815 0.34273955725651073 0.35027589551358507 0.3632252906405232 0.55877033172995 1.0 0.5341625489861986 0.5076280849836822 0.520721653538147 0.5252369031547768 0.5131328885801538 0.44439493033802113 0.6504187582735887 0.5644520754420226 0.5835616079269171 0.6054563088981219 0.5190374457711312 0.6100174318780555 0.5884897178132823 0.566280456636565 0.4091052072820688 0.3604859955175171 0.36585973236169184 0.4174869260914584 0.29940233560952595 0.27095429702347407 0.19342175970221634 0.14862969710473545 0.10069858578974272 0.06150962685295621 0.028539785312659736 4.5873363303930694e-05 3.276668807423621e-05 0.011160333958084852 0.03747198448169653 0.08029804579472326 0.11645280941583548 0.13691232944938858 0.1802364444211437 0.168682910206168 0.1538527071837687 0.11132809940102494 0.0723685072807581 0.014187975936144279 0.005314756805641113 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.276668807423621e-05 3.276668807423621e-05 0.0 0.0 0.0 1.0 
1311878000.413021376.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00015375153751537516 0.009606128669982353 0.0007219637413765442 0.007687576875768758 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00010027274185785336 0.021491791004866572 0.06990347077383817 0.12102919942242901 0.005408043210866891 0.2082063211936467 0.24927135140916626 0.20659527247446388 0.20936280014974062 0.2842932777153859 0.4462939194609337 0.633329322423659 1.0 0.9103628536285363 0.8849470559922991 0.8840980801112359 0.8833694315204021 0.794454248890315 0.5693018343226911 0.33083988448580137 0.35439729397293973 0.5716214770843361 0.32765121129472163 0.6298398310070057 0.5340927322316702 0.5535790683993796 0.5889218674795443 0.6223461147654955 0.5989758810631585 0.5135234504518958 0.46481763730680786 0.33859430985614203 0.23326113695919568 0.20258436280014974 0.17309080699502646 0.1124859618161399 0.07968340552970747 0.03708085993903417 0.02900556179474838 0.04611209155569817 0.06837264024814162 0.11596208353387882 0.12374993315150543 0.17798411679768972 0.1773223167014279 0.18889379111182417 0.16481496336702497 0.13426520134766565 0.11568800470613402 0.004084443018343227 0.014399165730787743 0.004224824856944222 0.0006952243435477834 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00027407882774479916 0.0005347879565752179 0.0 0.0 0.0 1.0 
1311878000.913078958.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.342417021847837e-05 1.342417021847837e-05 0.0002483471490418498 0.010262778132026714 0.000979964425948921 0.007678625364969628 1.342417021847837e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00012081753196630534 0.025163607074537703 0.07565191126623486 0.12875792865053529 0.005349531832063631 0.21806893311407188 0.23744672282444543 0.2153102661341746 0.21724334664563547 0.2934590730610464 0.45327381951203144 0.6064771621304158 0.9105681780044971 1.0 0.8928952579118703 0.8909890257408464 0.8977615196160688 0.8294526294593415 0.5459408665301876 0.31883075477397055 0.34375943886968485 0.5525321341074605 0.3184817263482901 0.6251367587341008 0.5058898546833573 0.5362217672920092 0.6113232875792866 0.6280296674161828 0.600026848340437 0.48994865254891434 0.46139544249421083 0.31914622277410476 0.21942477430613821 0.1928247810182233 0.16660066449642583 0.10530590327885357 0.0768936470114441 0.034493405376380175 0.027143672181763265 0.04292378427358459 0.061261200792026044 0.10309091519280464 0.10582944591737423 0.15923750713159043 0.15222337819243548 0.167728294794778 0.14281974695439137 0.11326643621841125 0.10921904889754003 0.0027519548947880657 0.010256066046917475 0.002825787830989697 0.00026177131926032824 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00020807463838641474 0.0005503909789576132 0.0 0.0 0.0 1.0 
1311878001.412900789.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.238395625975714e-05 0.01111166053276633 0.0008264871470652643 0.007876351871604868 7.063992709959523e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.35759343896357e-05 0.020245403106743994 0.06791322591355085 0.11746007078120696 0.004330227531205188 0.19749510818504834 0.2476989043747307 0.1765786257708582 0.17871901556197595 0.26692002853853053 0.4313485868482584 0.632114323658018 0.9045018825540572 0.9123146584912725 1.0 0.9228046876655623 0.915867846824382 0.785515989347499 0.5753551422334933 0.32587611169585273 0.35447821817847885 0.5758637497086103 0.32656838298142876 0.6254953624887859 0.5295239575312758 0.5494797369369114 0.5742319673926096 0.6452533500985427 0.6242379717864132 0.5484978419502271 0.48526097921066946 0.36529319101742685 0.25246709945395335 0.21917450181191414 0.18377683434230696 0.12121811490290542 0.08625135098860578 0.039501847234093654 0.0317102632750083 0.05097377139506792 0.0749207066818307 0.12718718874282123 0.14183790962327728 0.19286819296002486 0.19415383963323748 0.20416351730325014 0.17805500024723975 0.1463023530159717 0.12204460204997068 0.00829312744149248 0.01795666946871711 0.005827793985716607 0.0008618071106150618 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0003390716500780571 0.00024017575213862379 0.0 0.0 0.0 1.0 
1311878001.913061553.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.420878387018855e-05 0.010855510876824053 0.0005967689225479192 0.008155841941488228 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00013498344676679124 0.021391324116568862 0.06947384873328692 0.11811762031287742 0.005889540914193154 0.20145213771153328 0.2516872930845849 0.1741286463291607 0.17750323249833047 0.2596442120518905 0.4288850367297063 0.6370579292118388 0.9038491595504341 0.9121257761548189 0.9246152971767146 1.0 0.9305900907941289 0.7942212875999943 0.5800096619730317 0.3287628411884227 0.3597379900254337 0.5821907102971057 0.33105755978345813 0.6311897014734509 0.5374330411060118 0.5565580641952855 0.5811889910342574 0.653952173233493 0.6314951903266599 0.5521746543713324 0.4751701501868455 0.3587931058980662 0.2527245343071087 0.2110714843916509 0.17439150883075918 0.1104448770229756 0.07699029540061667 0.03741883232214155 0.029738984640304635 0.04166725869932793 0.06671734466247034 0.11591525881299819 0.13549496298611802 0.1917404339362594 0.1965785248440586 0.2066170306483468 0.17937879196919534 0.14291905255829154 0.12072493215305702 0.006528936188351639 0.014215888262123645 0.004461558135239205 0.0003481152048196195 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0003978459483652794 0.0004546810838460336 0.0 0.0 0.0 1.0 
1311878002.413051547.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.994612953171936e-05 0.01119506817646681 0.0007563271043374646 0.008497977181753965 7.135161361674194e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00016410871131850648 0.025108632831731488 0.0768670933493161 0.13135118550706024 0.005779480702956097 0.22064059478705111 0.2412184001541195 0.17541794207676006 0.17959914663470114 0.2680323365512911 0.43582279113242145 0.6236559139784946 0.9063153313212178 0.9223765795463464 0.9213419811489036 0.9336858103046001 1.0 0.8081569164686659 0.56239341852716 0.3027306262531127 0.33108575750440594 0.5679731147119892 0.30538490627965553 0.6288003653202617 0.5171208196873373 0.5431142125279164 0.5931459639959757 0.6603663191843083 0.6345227647323244 0.540559824760437 0.4746095282944824 0.35193469900321794 0.24560652439154912 0.20744768142931552 0.17231414688443178 0.10836169559974598 0.07645325399033899 0.03702435230572739 0.029710811910011344 0.04055625717975612 0.06444477741864132 0.11190073563513639 0.12708435901277906 0.18652025315552512 0.18805431284828505 0.19897824489300825 0.17317750140919436 0.13853629299826617 0.11938551990353262 0.004537962626024788 0.012493667544291515 0.004380989076067955 0.0002711361317436194 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0003353525839986871 0.0004067041976154291 0.0 0.0 0.0 1.0 
1311878002.912842635.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.42420560999973e-05 0.0 0.0003577117248454415 0.010717853189708701 0.0012553656758726816 0.007633433222645177 3.374638913636241e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00023622472395453686 0.04160929780513485 0.10941929213574147 0.17330120677087552 0.007572689722199725 0.290522664074944 0.192212683242893 0.23293782565265517 0.23441591749682783 0.30990658999487053 0.4520868767041927 0.5421019950865258 0.8047771388461434 0.8392726978213331 0.7756337571879809 0.7839353689155261 0.7928849113144893 1.0 0.4731108771361464 0.25868632056369967 0.2720093949947356 0.48465889149860963 0.25202478334818174 0.5996935827866419 0.42896385086795713 0.4702154369482465 0.6598161496719851 0.6040806133743689 0.5739450878755973 0.4113144893496396 0.4063335223131125 0.2668326989012176 0.18453200507545692 0.16170594746362138 0.14004076563807671 0.07850085040900624 0.06156691234037958 0.024142166788153667 0.01750762668394482 0.026747388029480845 0.03675656704732594 0.0690181150616884 0.061641154396479575 0.1029872303663508 0.09373397046516023 0.10961502119273238 0.09203990173051484 0.06594719365027941 0.07630733511514268 0.0005804378931454334 0.002760454631354445 0.00037795955832725897 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00020922761264544694 0.0010731351745363246 0.0 0.0 0.0 1.0 
1311878003.412829146.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.007285823691346015 3.449727126584287e-05 0.005726547030129917 3.449727126584287e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.3798908506337149e-05 0.003994784012584605 0.013495332519197732 0.038084987477490534 0.015144302085705021 0.032268747542069424 0.3079985373156983 0.31567073044522176 0.32379828755545437 0.30928873526104084 0.5201843534176447 0.7853786765466851 0.5873850378435066 0.5617328669302258 0.5793057769130462 0.5829210909417065 0.5640372846507842 0.47612443855691017 1.0 0.806697990188976 0.8024617252775306 0.8771897142935994 0.7613685757456585 0.846928707939202 0.7957071595636785 0.7422156907388625 0.4261930881267292 0.36332526097185713 0.36881032710312617 0.45118291143170575 0.3283381284540393 0.2862583569639642 0.18859658201036297 0.14363283864246337 0.09154885848529382 0.05698949213117242 0.01862852648355515 0.0 0.0 0.004808919614458496 0.037684819130806756 0.08949972057210275 0.13819606869096654 0.17112026438708697 0.22534307536273882 0.2124548948178199 0.18985918213869282 0.1334837414360524 0.08388356481002353 0.01872511884309951 0.006313000641649246 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.139672551901145e-05 4.139672551901145e-05 0.0 0.0 0.0 1.0 
1311878003.916859696.pcd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.0632545153380445e-05 0.0001157315317791553 0.003045185929939024 1.4466441472394413e-05 0.0033055818764421234 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0017432061974235267 0.0024954611539880363 0.010054176823314116 0.01571778865975653 0.00839053605398876 0.29322030220396234 0.2588480372655532 0.26289140765708746 0.23838525580285133 0.3717947790612726 0.672204902677015 0.33408799936347655 0.32272460958691074 0.33206993077807756 0.3363447642331701 0.31262703343917947 0.25173778128187135 0.8098964926112651 1.0 0.9105539923761854 0.7613832811335903 0.8784384923074697 0.621774887704248 0.6942662259224165 0.6135362492857195 0.23575959667561175 0.1532502477378102 0.15886322702909925 0.32524900362384357 0.2146675250088607 0.17237488336431564 0.12288518708725434 0.08967747068737297 0.03653499793853209 0.03878452958748942 0.016665340576198364 0.0 0.0 0.003963804963436069 0.02657485298478854 0.04240113995558802 0.07996325523866012 0.0670591894452843 0.12875856232504648 0.12288518708725434 0.08404279173387534 0.046053916427367614 0.016904036860492872 0.04787668805288931 0.00549001453877368 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.169966220859162e-05 7.2332207361972065e-06 0.0 0.0 0.0 1.0 
