overlap box_met_000.pcd box_met_001.pcd box_met_002.pcd box_met_003.pcd box_met_004.pcd box_met_005.pcd box_met_006.pcd box_met_007.pcd box_met_008.pcd box_met_009.pcd box_met_010.pcd box_met_011.pcd box_met_012.pcd box_met_013.pcd box_met_014.pcd box_met_015.pcd box_met_016.pcd box_met_017.pcd box_met_018.pcd box_met_019.pcd box_met_020.pcd box_met_021.pcd box_met_022.pcd box_met_023.pcd box_met_024.pcd box_met_025.pcd box_met_026.pcd box_met_027.pcd box_met_028.pcd box_met_029.pcd box_met_030.pcd box_met_031.pcd box_met_032.pcd box_met_033.pcd box_met_034.pcd box_met_035.pcd box_met_036.pcd box_met_037.pcd box_met_038.pcd box_met_039.pcd box_met_040.pcd box_met_041.pcd box_met_042.pcd box_met_043.pcd box_met_044.pcd box_met_045.pcd box_met_046.pcd box_met_047.pcd box_met_048.pcd box_met_049.pcd box_met_050.pcd box_met_051.pcd box_met_052.pcd box_met_053.pcd box_met_054.pcd box_met_055.pcd box_met_056.pcd box_met_057.pcd box_met_058.pcd box_met_059.pcd box_met_060.pcd box_met_061.pcd box_met_062.pcd box_met_063.pcd box_met_064.pcd box_met_065.pcd box_met_066.pcd box_met_067.pcd box_met_068.pcd box_met_069.pcd box_met_070.pcd box_met_071.pcd box_met_072.pcd box_met_073.pcd box_met_074.pcd box_met_075.pcd box_met_076.pcd box_met_077.pcd box_met_078.pcd box_met_079.pcd box_met_080.pcd box_met_081.pcd box_met_082.pcd box_met_083.pcd box_met_084.pcd box_met_085.pcd box_met_086.pcd box_met_087.pcd box_met_088.pcd box_met_089.pcd box_met_090.pcd box_met_091.pcd box_met_092.pcd box_met_093.pcd box_met_094.pcd box_met_095.pcd box_met_096.pcd box_met_097.pcd box_met_098.pcd box_met_099.pcd box_met_100.pcd box_met_101.pcd box_met_102.pcd box_met_103.pcd box_met_104.pcd box_met_105.pcd box_met_106.pcd box_met_107.pcd box_met_108.pcd box_met_109.pcd box_met_110.pcd box_met_111.pcd 
box_met_010.pcd 0.12117603956768638 0.15916376625755632 0.07529996336325334 0.014952372229346034 0.003463317457409782 0.008168849606154974 0.00802001282286133 0.6072483513464004 0.3299139036453563 0.6434214141784209 1.0 0.8995065488184649 0.5646924803077487 0.046076433412712954 0.01350407583806558 0.0 0.0 0.0007957043414544789 0.00925077853086646 0.02112909873603224 0.34522691884960616 0.41145928741527754 0.5662667155156622 0.7965572907125847 0.8107654790254626 0.06627816449899249 0.01224468767173475 0.005426818098552848 0.01016097270562374 0.037048910056786954 0.013000320571533247 0.03593835867374977 0.05183527202784393 0.015748076570800514 0.002369939549368016 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.003119847957501374 0.015421780545887526 0.023401721927092875 0.014814984429382672 0.0068522165231727425 0.00010876534163766257 0.0 0.0 0.0 0.0016200311412346584 0.004093011540575197 0.004934511815350797 
box_met_011.pcd 0.0027857347867928034 0.05953593597874963 0.0730200178962356 0.03803794227057082 0.01034379906691954 0.04535401342780445 0.01329836626503312 0.34233022494104937 0.26646256704053667 0.5155241402209454 0.5699163154014554 1.0 0.4034813243214344 0.3256270717143806 0.2201687198563799 0.0030221001626418898 0.0024818364464154067 0.03648468408641968 0.40858569089036584 0.45692803799854803 0.6672256895397066 0.6518338013742958 0.7052748873043655 0.5372810102931493 0.5347541518703818 0.5323904981118909 0.03765525547157706 0.006331215424529098 0.0006134244277988193 0.0004445920164780433 0.024514466123776668 0.4144160368279767 0.5675808003781846 0.5403987821555397 0.09648772306982346 0.011823896539498342 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.753296452831039e-05 0.001294381820125949 0.0026900630870443634 0.0031121441153463035 0.00031515383446544844 0.0 0.01177324681610211 0.0 7.878845861636211e-05 9.004395270441385e-05 0.0 
box_met_012.pcd 0.002274442449319489 0.08288963489213313 0.6165508626746818 0.54129648424285 0.0577770838212715 0.6031488276472272 0.03984698259036615 0.9220079631509095 0.06088427407812216 0.2550029926874333 0.8024722200536082 0.9767923595388659 1.0 0.9698961667577485 0.9424467171520025 0.006661982460249304 0.003716137091107815 0.051385744398469824 0.817534546022328 0.8468576781950191 0.6593540999817836 0.03160277929580763 0.03238868503916517 0.06526140474145783 0.630285996825149 0.003081166887865303 5.204673797069769e-05 6.7660759361907e-05 0.0 0.0002342103208681396 0.00014052619252088376 0.002753272438649908 0.026653134514794286 0.07991256148020923 0.02495641085694954 0.004705025112551071 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.163739037655815e-05 0.00134801051344107 0.004788299893304187 0.0021495302781898143 0.0005256720535040466 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00020818695188279076 0.0028521612407942333 0.00898847164753949 0.01484893434304005 0.00516824108049028 0.0 0.0032529211231686053 0.0014260806203971166 0.0021599396257839538 0.0009056132406901398 5.204673797069769e-05 
box_met_013.pcd 0.0005986973172166768 0.03938499334207294 0.5327941616689204 0.656373545836473 0.4885886226864994 0.8149664006936631 0.09584318259235938 0.650469151604612 0.007535328302899553 0.007860482880353438 0.12731092003261868 0.9017104163010828 0.9623543255881168 1.0 0.9879073464289769 0.04597582501522549 0.026863961518213818 0.5193854062367744 0.8456496382010178 0.8104452037119234 0.4768727355306213 0.02109891924811875 0.0067405060024567235 0.088127212857541 0.45659444450179093 0.0005367631119873655 0.0 0.0 0.0 0.0 0.0 0.0008825624245176874 0.012603610764164868 0.04383909493481425 0.04632678551152492 0.022827915810770358 0.0006864374412915346 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.002606397803400188 0.018404781320643705 0.0314109644187991 0.018642195774022728 0.013852617236289316 0.002203825469409664 0.003870887826831962 0.000237414453379027 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0967102614655695e-05 0.0 1.5483551307327847e-05 0.0014812597417343642 0.007586940140590646 0.02109375806434964 0.01965894897653726 0.0009238518946705616 0.016773847249605168 0.004206364771824065 0.002833489889240996 0.0007586940140590645 0.0 
box_met_014.pcd 4.7864957001313625e-05 0.01552420105409272 0.21613155417515384 0.5933765536167294 0.5365076663706131 0.7029234852070692 0.13401656127512246 0.09435778523525626 0.0021805147078376207 0.003308000361646342 0.021512639007812626 0.19968196395236906 0.6289668083114839 0.7957868201181733 1.0 0.3814464790005797 0.25475857447521394 0.4115854469257402 0.644161272995123 0.5364225731137218 0.11693940828276489 0.00853591733190093 0.0029303990341915344 0.0066213190518483855 0.047646905530529866 0.0 0.0 0.0 0.0 0.0 0.0 6.913827122411969e-05 0.00646176919517734 0.028330736216221966 0.0590174919826197 0.06660674683160576 0.0008509325689122423 2.659164277850757e-05 0.0 0.0 0.0 0.0 0.0 0.00019677815656095603 0.0010264374112503923 0.03943540624052673 0.3277898622021071 0.15009918682756385 0.2836424168612289 0.2643741125039223 0.018704561530402224 0.03536688489541507 0.0038983348313292097 0.00032973637045349385 0.0 0.0 1.0636657111403029e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0022177430077275316 0.0 0.0 0.00013827654244823938 0.004334437772896734 0.02469299948412213 0.04850847475655351 0.016274085380446633 0.04821064835743422 0.0051800520132532744 0.00256343436384813 0.0001808231708938515 0.0 
box_met_015.pcd 0.0 0.0 0.0021407382488761125 0.022722407413070737 0.11956532819556154 0.6428484051500046 0.007574135804356912 0.00025994678736352794 0.0 0.0 0.0 0.0022426781654892604 0.006034843063498374 0.3598122266735986 0.9487344159352478 1.0 0.9457985463367891 0.9281323587877305 0.4235960324984454 0.03885439921710144 0.00340479321487915 0.0 0.0 0.0 7.135794162920374e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.003027615523410502 0.018318603015382733 0.08841248967858344 0.00021407382488761124 0.0005351845622190281 0.00022936481237958347 0.0 0.0 0.0 0.0 0.0032977563024353448 0.008843287766190608 0.20059736791135305 0.8816528538079655 0.14384741633281345 0.8152440951303301 0.9372203023537927 0.6558406475223503 0.6557590955890598 0.01881810860678716 0.006447699725781624 0.0006524154663241485 0.0009480412245022784 0.0014628378033986768 0.0002497527957022131 0.0005147965788963985 6.116394996788892e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00018858884573432418 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.09699583065741e-06 0.0011468240618979174 0.025357554257520617 0.0 0.0 0.0 0.0 0.0009990111828088524 0.004796273076648623 0.05237163216000489 0.0504194827568631 9.68429207824908e-05 0.0 0.0 0.0 
box_met_016.pcd 0.0 0.0 0.0 0.001777791361665928 0.00592936717759066 0.03309544549210182 0.00120217410129845 0.0 0.0 0.0 0.0 0.0019713617678072037 0.003540300849162808 0.033360331311031985 0.44455481353566534 0.9529827671398954 1.0 0.9763283769121445 0.5547269383783894 0.07230364065182288 0.004818884321306499 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00011206707723968601 0.006550830060465282 0.07371466703343164 0.7792278578378186 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.093958056349364e-05 0.0004126106025642985 0.010763533373066207 0.44535965890856855 0.0070041923274803755 0.031093519975956517 0.8839443536021925 0.8769911008552755 0.15135677572830866 0.003540300849162808 0.0006622145473254174 4.075166445079491e-05 0.0001986643641976252 0.00112067077239686 0.0029494017146262817 0.010035097371008246 0.0030359990015842208 0.0 9.169124501428855e-05 0.0 0.0 0.0 0.0 0.0 0.0 7.640937084524045e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0016606303263698927 0.01772188007803944 0.6186408301114049 0.0 0.0 0.0 0.0 0.0 5.6033538619843006e-05 0.5440601902083938 0.49369622690526765 0.0 0.0 0.0 0.0 
box_met_017.pcd 0.0 0.0 0.001190236965359467 0.004034439583880791 0.0075072522014231315 0.16295941343473533 0.0026947789302294426 0.00361708376485864 0.0 1.0305081951164217e-05 0.0008656268838977942 0.025865755697422183 0.04831537672803343 0.5259147048366902 0.8894058605001056 0.8875870135357251 0.9554356731021904 1.0 0.9528645551553748 0.8751642372435967 0.07690682660153855 0.0032564058965678924 0.0009738302443850185 0.0002576270487791054 0.002086779095110754 1.0305081951164217e-05 0.0 0.0 0.0 0.0 0.0 6.69830326825674e-05 0.005806913679481036 0.09478614378680847 0.7066503846371839 0.9310229339598823 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00015457622926746324 0.006275794908259008 0.08203875741321832 0.006116066138015962 0.019538435379407356 0.8062696118590883 0.24684278051721206 0.09261177149511282 0.0007986438512152268 0.0001236609834139706 0.0 5.1525409755821085e-06 2.0610163902328434e-05 0.0001288135243895527 0.0017827791775514095 0.0001957965570721201 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0027359992580340995 0.0655712364552579 0.0 0.0 0.0 0.0 0.0 0.00015457622926746324 0.12739657562126763 0.7634365387290742 0.0 0.0 0.0 0.0 
box_met_018.pcd 0.0 0.0010328112187172381 0.00843894995796095 0.010566852468885913 0.0071103083901639 0.12502724753215208 0.004598345426047603 0.018050841299992734 0.00044634052668182146 0.0031243836867727503 0.011345353387516997 0.6354228297989392 0.6362169007359428 0.863580689025213 0.9386956476608642 0.5126843749675625 0.5956414328568908 0.9553399973011968 1.0 0.9756796313019649 0.5984959362252047 0.042506150157257186 0.01635889930350118 0.0041520048993657814 0.01972721327811167 0.0024704429151226398 5.190006124207227e-06 0.0 0.0 0.0 0.0 0.004655435493413882 0.0566644868640945 0.6539459616562348 0.9012186134379638 0.8386686596290184 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0017957421189757003 0.015762048599217347 0.0016867519903673487 0.00516405609358619 0.055377365345291106 0.01684156987305245 0.009274540943958314 0.0 0.0 0.0 0.0 0.0 0.0 5.190006124207227e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.007468418812734199 0.0 0.0 0.0 0.0 0.00012456014698097344 0.0001557001837262168 0.031897777639377616 0.7271613780504261 0.0 0.0 0.0 0.0 
box_met_019.pcd 0.0 0.001059501610442448 0.010722156297677572 0.009546109510086455 0.00447109679606713 0.03689714358365825 0.0021931683336158673 0.02975610272927615 0.0009588489574504153 0.018557170706899474 0.029178674351585013 0.8278680708594677 0.5848713765044923 0.5254704187150364 0.5240294965248348 0.050739532124088826 0.07500211900322089 0.6149559247330056 0.9186567638582811 1.0 0.8714877521613833 0.444513900661129 0.35519791490083064 0.023759323614171893 0.02462281742668249 0.015813061535853535 0.0005562383454822852 0.0 0.0 0.0 0.0019441854551618919 0.024596329886421426 0.6427890320393287 0.8372075775555179 0.8602199525343278 0.44110230547550433 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.000132437701305306 0.002611671469740634 1.5892524156636717e-05 0.0006039159179521953 0.011908798101373115 0.004026106119681302 0.0022196558738769284 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0019759705034751653 0.0 0.0 0.0 0.0 1.5892524156636717e-05 0.0 0.019267036785895916 0.5661499830479743 0.0 0.0 0.0 0.0 
box_met_020.pcd 5.204646708581422e-06 0.0005100553774409793 0.003939917558396136 0.0032997460132406214 0.0012178873298080526 0.007666444601740434 0.0005985343714868635 0.012714951909064413 0.0017383520006661948 0.46473331390265227 0.5499177665820044 0.9733053670316859 0.4994431028021818 0.3633259774326519 0.10456655702210933 0.003445476121080901 0.004861140025815048 0.06860244826581172 0.6771921971936545 0.9269840113253113 1.0 0.9397770329350044 0.8600522546529542 0.5040179872590248 0.06622392471999 0.49239080651205397 0.020782154307365616 0.002394137485947454 4.1637173668651374e-05 1.0409293417162844e-05 0.021687762834658782 0.5603374692925844 0.9469282175125953 0.9665237123704042 0.6839790565016447 0.05710017903984677 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00028625556897197816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0029250114502227587 0.056246616979639424 0.0 0.0 0.0 0.0 
box_met_021.pcd 4.640586570142466e-05 0.00025265415770775646 0.0001185927679036408 3.093724380094977e-05 0.0 0.0004331214132132968 0.0002217169139068067 0.012292398203577377 0.004609649326341516 0.8537596485529104 0.7805827545490639 0.9700579042079808 0.019614212569802156 0.01282348755549368 0.006347291186494862 0.0 0.0 0.0032174733552987763 0.05703280894705091 0.31291990863200664 0.9538674132854837 1.0 0.9670879288030896 0.8485725040089511 0.48265194053861743 0.9448337380956064 0.5008430398935759 0.02598728479279781 0.0012684269958389406 1.5468621900474885e-05 0.3548037805311925 0.9534961663598723 0.978730644886847 0.8602100638854084 0.08319024858075394 0.004645742777442625 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5468621900474885e-05 0.004485900351137717 0.0 0.0 0.0 0.0 
box_met_022.pcd 0.00025581597621934684 0.0024609496912301166 0.0012534982834747996 0.00010232639048773874 0.0 0.0 0.0007162847334141712 0.33755941326047695 0.0641177162796171 0.9352683253774565 0.8651900968519286 0.980337984067781 0.11520928305014505 0.007152614695092938 0.002179552117388835 0.0 0.0 0.0009260538339140356 0.012642425544760121 0.04426639652499578 0.6012391725888065 0.9158160785457373 1.0 0.9176272556573704 0.8431745739384916 0.909226258998327 0.13721457332453327 0.02094621213284012 0.0021232726026205787 2.0465278097547748e-05 0.09484121502356065 0.805283111540882 0.8224637125037733 0.2575606411771628 0.013056847426235463 0.0009209375143896486 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0009465191120115833 0.0 0.0 0.0 0.0 
box_met_023.pcd 0.00037107448939133615 0.008854955623557639 0.005672864796722345 0.0013775505017130426 0.0005794861889124976 0.0011640555900084382 0.0019316206297083252 0.4911399611642589 0.10521740898508586 0.8436200603885607 0.9418582190457794 0.9600357858137715 0.29162388296412267 0.00980043308967803 0.0022620294216321177 0.0 0.0 0.00023891097262181919 0.003939489442168295 0.01342476337647286 0.2266197655622541 0.5349826662464544 0.7639203765643585 1.0 0.9565487022559296 0.3489625163933593 0.02475016012118378 0.0071520795421042465 0.00029990951882313474 0.0002490773969887051 0.022101806573609994 0.25011437227412747 0.25914724032410563 0.032374978396348224 0.0035328324674928583 0.0001575795776867318 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0166424366885923e-05 1.5249636550328884e-05 7.116497056820146e-05 0.0 0.0 0.00016774600205361772 0.0 0.0 0.0 0.0 
box_met_024.pcd 0.0016197947221688637 0.027879159160406404 0.03253606898664189 0.01089727282638604 0.0038833540134048396 0.010030267318045655 0.009895284424531584 0.614109865692021 0.2853590285384987 0.8268377142204478 0.9633729110099316 0.9830648385137345 0.2536276652631907 0.051148133342332196 0.019245445625256336 8.306639600865967e-05 0.0 0.002149342996724069 0.01148912089794774 0.022479843419843524 0.09071888774095745 0.3332156559389877 0.8678984720974784 0.9600554468193357 1.0 0.3261602039280022 0.009479952444488285 0.0036497297746304843 7.787474625811844e-05 0.00039975703079167464 0.004371369089955716 0.0513506076826033 0.0670657314774916 0.012807799934585213 0.0017132444176786057 0.0001972826905205667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0766599002164917e-05 0.00025439083777652026 0.0008566222088393029 0.0013654038843923433 0.00037899043178950975 0.0 0.0001765160915184018 0.0 0.00016094114226677811 0.00013498289351407197 0.0 
box_met_025.pcd 0.00015262282321698386 4.5786846965095163e-05 4.5786846965095163e-05 0.0 0.0 0.0 3.052456464339677e-05 0.004019067678047242 0.007997435936569954 0.9254234011487411 0.6942303485396539 0.8263762763083592 0.0039936305408444115 0.0006104912928679354 0.0 0.0 0.0 1.5262282321698386e-05 0.002721773680702879 0.012199651002477578 0.5679502246099215 0.9298087636025091 0.921495907164624 0.8145530949364834 0.6048238986991448 1.0 0.8978088450013482 0.6455385805059956 0.0211331735881117 0.0006003164379868032 0.8575876436562323 0.9581966087208681 0.8575520316641484 0.16134267385011422 0.004838143495978388 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
box_met_026.pcd 0.006249126519855452 0.00012977419290434645 0.0 0.0 0.0 0.0 0.0 0.0008934454049953082 0.37474793858685884 0.8754716792780561 0.014679457743526265 0.10748297961546908 0.0004292530996066844 0.0 0.0 0.0 0.0 0.0 4.991315111705632e-06 0.000529079401840797 0.021876934134605786 0.28229880008784713 0.2527402319963264 0.04485694890889852 0.019655798909896778 0.853195439934514 1.0 0.9603689580130573 0.7457823387306087 0.0348293968494819 0.4050502126300238 0.3492822488869367 0.07693613113183062 0.006808153812366482 9.483498712240702e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.982630223411264e-06 0.00024457444047357597 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
box_met_027.pcd 0.032694215525455025 0.0005893504375926999 0.0 0.0 0.0 0.0 0.0 0.0019301226831160922 0.30941389098981403 0.8836278448436748 0.004886697378372803 0.012759436973881953 0.00027994145785653244 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.003084267290068463 0.03664286345732612 0.029251426719184338 0.009007239187875098 0.0042924356871334975 0.6767805750095769 0.9823882444232714 1.0 0.8989460449674384 0.16919759937921755 0.07884526604261004 0.08113391024192836 0.0133880774406475 0.0008594693881560207 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0006335517204121525 0.0022788216920251064 0.00021609516045065664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0001326038484583575 
box_met_028.pcd 0.6154481515781043 0.009791505018396617 0.00018021174880484568 0.0 0.0 0.0 0.0 0.0065476935399093935 0.939594022976998 0.9291817886016069 0.013450804695517233 0.000610717593171977 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.506470102370285e-05 0.0012264410682551999 0.0014416939904387655 0.00021525292218356568 8.509999249117713e-05 0.024593897829950192 0.7647035266438065 0.9516281630916327 1.0 0.955667909794008 0.002187570395214377 0.0022326233324155885 0.0006207293569944685 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.013095387079818787 0.05000375441143343 0.008109528696218057 0.0014366881085275199 0.0 0.0 0.0 0.0 0.0 0.0 7.008234675743999e-05 0.004280029034115085 
