overlap box_map.pcd p2at_met_000.pcd p2at_met_001.pcd p2at_met_002.pcd p2at_met_003.pcd p2at_met_004.pcd p2at_met_005.pcd p2at_met_006.pcd p2at_met_007.pcd p2at_met_008.pcd p2at_met_009.pcd p2at_met_010.pcd p2at_met_011.pcd p2at_met_012.pcd p2at_met_013.pcd p2at_met_014.pcd p2at_met_015.pcd p2at_met_016.pcd p2at_met_017.pcd p2at_met_018.pcd p2at_met_019.pcd p2at_met_020.pcd p2at_met_021.pcd p2at_met_022.pcd p2at_met_023.pcd p2at_met_024.pcd p2at_met_025.pcd p2at_met_026.pcd p2at_met_027.pcd p2at_met_028.pcd p2at_met_029.pcd p2at_met_030.pcd p2at_met_031.pcd p2at_met_032.pcd p2at_met_033.pcd p2at_met_034.pcd p2at_met_035.pcd p2at_met_036.pcd p2at_met_037.pcd p2at_met_038.pcd p2at_met_039.pcd p2at_met_040.pcd p2at_met_041.pcd p2at_met_042.pcd p2at_met_043.pcd p2at_met_044.pcd p2at_met_045.pcd p2at_met_046.pcd p2at_met_047.pcd p2at_met_048.pcd p2at_met_049.pcd p2at_met_050.pcd p2at_met_051.pcd p2at_met_052.pcd p2at_met_053.pcd p2at_met_054.pcd p2at_met_055.pcd p2at_met_056.pcd p2at_met_057.pcd p2at_met_058.pcd p2at_met_059.pcd p2at_met_060.pcd p2at_met_061.pcd p2at_met_062.pcd p2at_met_063.pcd p2at_met_064.pcd p2at_met_065.pcd p2at_met_066.pcd p2at_met_067.pcd p2at_met_068.pcd p2at_met_069.pcd p2at_met_070.pcd p2at_met_071.pcd p2at_met_072.pcd p2at_met_073.pcd p2at_met_074.pcd p2at_met_075.pcd p2at_met_076.pcd p2at_met_077.pcd p2at_met_078.pcd p2at_met_079.pcd p2at_met_080.pcd p2at_met_081.pcd p2at_met_082.pcd p2at_met_083.pcd p2at_met_084.pcd p2at_met_085.pcd p2at_met_086.pcd p2at_met_087.pcd p2at_met_088.pcd p2at_met_089.pcd p2at_met_090.pcd p2at_met_091.pcd p2at_met_092.pcd p2at_met_093.pcd p2at_met_094.pcd p2at_met_095.pcd p2at_met_096.pcd p2at_met_097.pcd p2at_met_098.pcd p2at_met_099.pcd p2at_met_100.pcd p2at_met_101.pcd 
p2at_met_009.pcd 0.46041982168109197 6.017510956884534e-05 0.0 0.0009026266435326801 4.011673971256356e-05 0.0015444944789336972 0.39574160807951136 0.0075620054358182314 0.5957837306562096 0.3111955791352837 1.0 0.01115245364009267 0.0036807108686277065 0.0026276464511729132 0.052221965920829616 0.3065420373286263 0.3182862128794793 0.14128112808272072 0.007511859511177527 0.0035703898344181567 0.01634757143286965 0.01770151139816867 0.0360047738920258 0.0032494559167176485 0.002086070465053305 3.008755478442267e-05 3.008755478442267e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.002918492814089e-05 1.002918492814089e-05 0.0 1.002918492814089e-05 0.0 9.0262664353268e-05 0.0009327141983171027 0.00023067125334724046 1.002918492814089e-05 0.0 9.0262664353268e-05 5.014592464070445e-05 9.0262664353268e-05 2.005836985628178e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.023277738218215004 0.01906548054839583 0.002166303944478432 0.5029435657764093 0.0019356326911311918 0.0014742901844367108 2.005836985628178e-05 0.0 0.0 0.0 0.0 0.0 0.6682646501318837 0.021131492643592854 0.005907189922674984 
p2at_met_010.pcd 0.5118004045853001 0.023207462351090134 0.007305012362328613 0.00046827002322619317 5.619240278714318e-05 0.05436614969656103 0.8170749981269199 8.428860418071477e-05 0.0018075222896531055 0.04335243875028096 0.009028246047801005 1.0 0.8783340825653705 0.9013261407057765 0.17591968232561625 0.0010395594515621488 0.00021540421068404886 9.365400464523863e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6872799130890836 0.8468944332059639 0.3496010339402113 0.01740091406308534 0.0013860792687495317 0.0 0.0 0.0 0.0 0.0003746160185809545 0.0 9.365400464523863e-06 0.005282085861991459 0.0005900202292650034 4.6827002322619315e-05 
p2at_met_011.pcd 0.3640758985586572 0.015342256721567067 0.005697367766333283 0.0006966213862765587 9.951734089665124e-05 0.04585261481813206 0.22821814201124546 4.975867044832562e-05 0.002405002405002405 0.017589690003483108 0.0044285216699009805 0.6941583320893666 1.0 0.7688875619910103 0.10413660413660414 0.00016586223482775207 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43595229802126356 0.22092020367882437 0.21959330580020237 0.00806090461262875 0.005531505531505531 0.00014927601134497685 4.975867044832562e-05 0.0 0.0 0.00033172446965550414 0.0 9.951734089665124e-05 0.0016835016835016834 0.0022225539466918776 0.00018244845831052726 
p2at_met_012.pcd 0.3766865249617953 0.008229342878390417 0.0036120849575457434 0.00026968055112898084 0.0 0.027834301731676024 0.26683664713525707 0.00010623779286899246 0.0036938063366757376 0.012707674454714098 0.0033342322685037634 0.8091805797314635 0.7836998537187314 1.0 0.10941675451714923 0.000253336275302982 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3167030326803795 0.3842048918417547 0.281587356068221 0.008981179566386362 0.005687807987447596 0.00019613130991198607 0.0 0.0 0.0 0.000661943170952953 0.0 0.00026150841321598143 0.0022064772365098435 0.002884764683288795 0.00040043475773697155 
p2at_met_013.pcd 0.39539401749453296 0.0010738831615120276 0.00012691346454233053 0.0 0.0 0.004783661355826304 0.3332357075913777 0.0005759918775382692 0.032441034051858796 0.13447945954389254 0.03481333958138082 0.01876366760387379 0.04526905654482974 0.07858872227428929 1.0 0.05688651983755077 0.0050960637300843485 0.00014643861293345828 6.833801936894721e-05 2.928772258669166e-05 2.928772258669166e-05 9.762574195563887e-05 0.0005564667291471416 1.9525148391127772e-05 5.857544517338332e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.762574195563886e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17320759137769448 0.07435176507341455 0.005242502343017807 0.16024289284598564 3.9050296782255544e-05 0.00012691346454233053 0.0 0.0 0.0 0.0 0.0 0.0 0.13733989378319275 0.03929436113714464 0.006921665104654796 
p2at_met_014.pcd 0.4462980356924082 6.125699350675868e-05 0.0 0.00012251398701351737 2.041899783558623e-05 0.001071997386368277 0.26284354963858375 0.001521215338751174 0.12385143137174827 0.17449054600400213 0.7000755502919916 0.003399763139625107 0.00012251398701351737 0.00025523747294482784 0.03251725405317107 1.0 0.32070078000571733 0.030465144770694653 0.0020418997835586227 0.0010311593906971047 0.00422673255196635 0.005033282966472006 0.029260423898395067 0.0016641483236002777 0.0010822068852860702 0.00038796095887613834 2.041899783558623e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.083799567117246e-05 4.083799567117246e-05 5.1047494588965575e-05 0.00036754196104055213 0.0003981704577939315 0.0 0.00015314248376689673 0.0001327234859313105 0.0 0.0 0.00011230448809572427 1.0209498917793115e-05 0.0 2.041899783558623e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01841793604769878 0.0005513129415608282 2.041899783558623e-05 0.32065994201004616 0.0007657124188344836 0.0006840364274921386 0.0 0.0 0.0 0.0 0.0 0.0 0.6396863641932454 0.010168660922121943 0.0027055172132151753 
p2at_met_015.pcd 0.49113345521023766 0.0 0.0 0.0005687588868576071 3.0469226081657524e-05 0.001340645947592931 0.025391021734714605 0.02698557789965468 0.5257261832216128 0.01350802356286817 0.29123501929717655 9.140767824497258e-05 0.0 0.0 0.004834450538289661 0.3251675807434491 1.0 0.4012289254519602 0.07107454803981313 0.0282652853950843 0.07583790371724558 0.043926467601056264 0.39284988827950434 0.031657525898842166 0.012624416006500102 0.0024273816778387163 0.0007211050172658948 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00016250253910217346 0.0006500101564086938 0.00022344099126548852 0.0023664432256754013 0.0014422100345317895 0.00013203331302051593 0.0028539508429819217 0.00180784074751168 0.000192971765183831 0.0 0.0005078204346942921 0.0008531383302864108 0.00022344099126548852 0.0004976640260004062 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004661791590493601 0.007099329677026204 0.0 0.08396303067235425 0.00017265894779605931 0.0001421897217144018 3.0469226081657524e-05 0.0 0.0 0.0 4.0625634775543366e-05 0.0 0.0576071501117205 0.002742230347349177 0.000700792199878123 
p2at_met_016.pcd 0.5648808147425779 0.0 0.0 0.0035489157207918205 0.0002613932258940151 0.004011380658912001 0.007821689605597837 0.3599585792272814 0.9104627665456885 0.0024028069611026774 0.0864005147435833 1.0053585611308273e-05 0.0 0.0 0.00032171473956186473 0.023193622005288187 0.47223702333437223 1.0 0.419234519991555 0.23588727919812602 0.5239727748901646 0.4837785396161541 0.3348949902982899 0.04430615178903556 0.18426211708405804 0.004383363326530407 0.0006635366503463461 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00032171473956186473 0.0026440930157740758 0.0009249298762403611 0.0029255934128907075 0.0017593774819789478 0.002905486241668091 0.033558868770547014 0.03527803191008073 0.0014979842560849327 0.00016085736978093236 0.016447666060100334 0.006906813314968783 0.0007238581640141956 0.003116611539505565 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0160756833924818e-05 5.0267928056541364e-05 5.0267928056541364e-05 0.0 2.0107171222616545e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0036997195049614444 0.002181628077653895 0.0 0.009510691988297626 0.0 0.0003016075683392482 0.00014075019855831582 0.0 0.0 0.0 0.00017091095539224064 2.0107171222616545e-05 0.008515387012778108 0.00032171473956186473 0.0003619290820070978 
p2at_met_017.pcd 0.40879514917104814 0.0001107955117745412 0.00013094015027900323 0.06039362623637719 0.003092202010434923 0.009961523740456477 0.006194476340122076 0.6732841804153824 0.3873008198867871 0.00045325436635039587 0.006053463870590842 0.0 0.0 0.0 9.065087327007917e-05 0.0017727281883926592 0.12433270884953969 0.4350536854616144 1.0 0.354203178823956 0.6322294071432888 0.2971535625793195 0.1345661852098064 0.006083680828347536 0.0319191797103201 0.0022561995124997483 0.00035253117382808566 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.005640498781249371 0.001097882798493181 0.0022561995124997483 0.000533832920368244 0.018825164682419775 0.3671561813823251 0.08491972361555972 0.04343184061562015 0.006234765617131001 0.07809069116254709 0.1386555468262122 0.0033540823109929293 0.10842851675026692 0.0 0.0 4.028927700892407e-05 0.0 1.0072319252231018e-05 0.0 0.0 0.0 7.050623476561714e-05 0.0001107955117745412 0.00027195261981023753 0.00017122942728792733 0.0 0.00010072319252231019 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010062246932978788 0.017404967667855202 0.0 0.0009568703289619467 0.001027376563727564 0.0014806309300779597 0.0012691122257811084 0.0 0.0 1.0072319252231018e-05 0.0034548055035152395 0.0005036159626115509 0.001097882798493181 0.0015309925263391148 0.0019943192119417415 
p2at_met_018.pcd 0.4346350419292413 9.924080782017565e-06 9.924080782017565e-06 0.1825931623083412 0.004287202897831588 0.006589589639259663 0.0014489157941745645 0.4720389023966655 0.017456458095568898 0.00014886121173026347 0.012484493623778098 0.0 0.0 0.0 2.9772242346052696e-05 0.0006549893316131594 0.014161663275939066 0.030526472485486032 0.11852329677963579 1.0 0.9157445541606709 0.06552870540366199 0.014280752245323276 0.0055177889148017665 0.023956731007790402 0.012831836451148713 0.0021535255296978115 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1738401230586017 0.0045154567558179926 0.011184439041333797 0.001945119833275443 0.18987743760234208 0.4009030913511636 0.6386542946459585 0.24918374435567905 0.0024611720339403564 0.526532029970724 0.24343770158289088 0.40667890636629783 0.335027043120131 9.924080782017565e-06 0.0 2.9772242346052696e-05 0.0 0.0 0.0 0.0 0.0 6.946856547412296e-05 0.00027787426189649186 0.0005656726045750012 0.0005359003622289485 0.0 4.9620403910087826e-05 0.0 0.0 9.924080782017565e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.9772242346052696e-05 0.0 0.004654393886766238 0.004406291867215799 0.0 0.00018855753485833373 0.00022825385798640402 0.00012901305016622836 0.0006748374931771945 0.0 1.984816156403513e-05 1.984816156403513e-05 0.0016176251674688631 9.924080782017565e-05 0.0003572669081526324 0.00038703915049868507 0.0004267354736267553 
p2at_met_019.pcd 0.433741559855025 2.1133383349007258e-05 2.1133383349007258e-05 0.30201718144066275 0.0031594408106765852 0.012532096325961304 0.0010038357090778448 0.38873802001331403 0.1374409586102687 0.00023246721683907985 0.04672591058465505 0.0 0.0 0.0 2.1133383349007258e-05 0.0026099728436023966 0.03455308177562687 0.14211143633039933 0.34967296089267413 0.7200883375423989 1.0 0.15853207519257795 0.04241470038145757 0.026416729186259074 0.09691769603854729 0.053911260923317515 0.01225736234242421 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0566691674503629e-05 5.283345837251815e-05 0.0 0.0 0.0 0.0 5.283345837251815e-05 4.2266766698014516e-05 0.0012574363092659319 0.1225524900408931 0.003687775394401767 0.013451398501643121 0.009224721831841668 0.07214937075351079 0.36749896974756174 0.5049187949744814 0.11362363557593753 0.007269883872058497 0.26398765810412417 0.20908312816340333 0.22787070596067077 0.19427919312742373 0.0003381341335841161 0.00020076714181556897 0.0004121009753056416 0.00015850037511755445 0.0 3.170007502351089e-05 0.0 0.0001796337584665617 0.00011623360841953992 0.0007502351088897577 0.0006868349588427359 0.0006974016505172395 0.0001056669167450363 0.00012680030009404355 2.1133383349007258e-05 5.283345837251815e-05 0.0001056669167450363 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.510022507053267e-05 0.00016906706679205806 0.0001056669167450363 0.0011200693174973847 0.005853947187675011 0.0 0.00045436774200365606 0.00020076714181556897 0.00036983420860762703 0.00027473398353709437 0.0 0.00014793368344305082 0.0 0.0012046028508934138 0.0 0.0004226676669801452 0.00023246721683907985 0.000285300675211598 
p2at_met_020.pcd 0.44370860927152317 0.0 0.0 0.003758454009185099 1.0049342270548392e-05 0.0018993256891336463 0.0026027796480720335 0.14572551226522223 0.3854023254178014 0.0006029605362329036 0.010843240309921716 0.0 0.0 0.0 0.0001406907917876775 0.007647549467887327 0.05668833974816348 0.4408043493553347 0.22940638535207872 0.053171069953471546 0.6784009486579103 1.0 0.38333216091006844 0.3729913877136741 0.5117929031544886 0.21355857259142388 0.054738767347677096 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02457064185149082 0.12310444281421781 0.017053733833120623 0.021515641801244108 0.09140881729290817 0.0004421710599041293 0.012400888361856717 0.014089177863308846 0.0016078947632877428 0.00010049342270548393 0.00787868434010994 0.06602417871750293 0.006743108663537971 0.015717171311137687 5.024671135274196e-05 0.0 7.034539589383875e-05 6.029605362329036e-05 0.0 1.0049342270548392e-05 0.0 3.014802681164518e-05 8.039473816438714e-05 0.00016078947632877427 0.00033162829492809696 7.034539589383875e-05 0.0 6.029605362329036e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.002964555969811776 0.001587796078746646 0.0 0.0004421710599041293 0.000281381583575355 0.0002914309258459034 8.039473816438714e-05 0.0 7.034539589383875e-05 0.0 0.00011054276497603232 0.0 0.0012762664683596458 0.00041202303309248407 0.0006029605362329036 
p2at_met_021.pcd 0.4198103224115863 0.0 0.0 0.0005140040918757118 2.0157023210812226e-05 0.00026204130174055894 0.002207194041583939 0.007609276262081616 0.33816429989619134 0.0011892643694379214 0.023271283296882717 0.0 0.0 0.0 0.0005643966499027424 0.021275737999012306 0.29331492325213415 0.23070720915935133 0.03970933572530009 0.013243164249503633 0.21724231765452878 0.4685399260237248 1.0 0.43510950302859275 0.2327531470152488 0.0913113151449794 0.0379153606595378 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.039255802703057e-05 0.00024188427852974673 0.003184809667308332 0.018816581167293213 0.00443454510637869 0.015258866570584857 0.05624817326977152 0.00019149172050271615 0.0023684502272704367 0.002559941947773153 0.0003325908829784017 2.0157023210812226e-05 0.001410991624756856 0.017284647403271486 0.0009574586025135808 0.003467007992259703 3.023553481621834e-05 0.0 1.0078511605406113e-05 0.0 0.0 0.0 0.0 0.0 2.0157023210812226e-05 4.031404642162445e-05 5.039255802703057e-05 2.0157023210812226e-05 0.0 0.0 6.047106963243668e-05 0.0 1.0078511605406113e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0078511605406113e-05 0.0 0.0010280081837514235 0.0003729049294000262 0.0 0.0015420122756271354 0.0 5.039255802703057e-05 3.023553481621834e-05 0.0 1.0078511605406113e-05 0.0 2.0157023210812226e-05 0.0 0.0040616401769786635 0.00012094213926487336 6.047106963243668e-05 
p2at_met_022.pcd 0.4087148980491127 0.0 0.0 0.00014020750711052357 0.0 0.0 0.00014020750711052357 0.0008312302207266755 0.007100508752954373 0.0001602371509834555 0.0016123863317710212 0.0 0.0 0.0 3.004446580939791e-05 0.0011717341665665184 0.01028522212875055 0.021571926451147697 0.003084565156431519 0.003655410006810079 0.04489644674117694 0.1603873733125025 0.3692364699755638 1.0 0.545777751071586 0.3064936105436045 0.3992408764972159 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0004005928774586388 0.0008011857549172776 0.0 0.0 0.0 0.0 0.0015723270440251573 0.0016324159756439531 0.09915675199294957 0.14589592597043624 0.004576773624964948 0.07737451428113608 0.24428153667427793 1.0014821936465969e-05 0.0004606818090774346 0.001011497015583063 7.010375355526179e-05 0.0 0.0008712895084725394 0.03748547850819212 0.0019228458118014662 0.005077514721788246 2.0029643872931938e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0014821936465969e-05 4.0059287745863876e-05 0.00015022232904698954 5.007410968232985e-05 0.0003505187677763089 0.0001001482193646597 0.0011817489885029844 3.004446580939791e-05 0.0003505187677763089 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0029643872931938e-05 0.0 0.0002002964387293194 4.0059287745863876e-05 0.0 1.0014821936465969e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0005508152065056283 0.0 0.0 
p2at_met_023.pcd 0.40764163105376955 0.0 0.0 0.0006801132845411265 7.105661181772964e-05 1.015094454538995e-05 0.0004770943936333276 0.005461208165419792 0.08874970816034432 4.06037781815598e-05 0.0009237359536304853 0.0 0.0 0.0 6.090566727233969e-05 0.0010252453990843848 0.04319226904063423 0.09042461401033366 0.012962756184462965 0.03546740024159248 0.5022078304386223 0.48331692263965165 0.17086069858800362 0.4025966116147108 1.0 0.3761940048521515 0.21099753332047547 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.105661181772964e-05 1.015094454538995e-05 0.0 0.0 0.0 0.0 0.0005887547836326171 1.015094454538995e-05 0.07867997117131749 0.3419650198450966 0.042430948199729986 0.2728776912691726 0.18583334179245378 0.00018271700181701908 0.002486981413620537 0.13717986458639977 0.004872453381787175 7.105661181772964e-05 0.15228447006994 0.5768680275699654 0.2679341812755677 0.05107955295240222 9.135850090850954e-05 1.015094454538995e-05 0.00012181133454467938 6.090566727233969e-05 2.03018890907799e-05 4.06037781815598e-05 0.0 2.03018890907799e-05 0.00019286794636240903 0.0003146792809070884 0.0010861510663567244 0.0002537736136347487 0.00021316983545318892 0.0005887547836326171 8.12075563631196e-05 5.075472272694974e-05 7.105661181772964e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00011166038999928944 1.015094454538995e-05 0.0005583019499964472 3.0452833636169846e-05 0.0 2.03018890907799e-05 2.03018890907799e-05 1.015094454538995e-05 0.0 0.0 0.00012181133454467938 0.0 0.0 0.0 0.0003349811699978683 0.0 1.015094454538995e-05 
p2at_met_024.pcd 0.46455593501764186 0.0 0.0 0.0004339704522726844 8.490726240117738e-05 0.0 9.434140266797487e-06 0.00016981452480235477 0.0009717164474801411 0.0 1.8868280533594974e-05 0.0 0.0 0.0 0.0 0.00033019490933791206 0.0027359006773712714 0.05771807015226702 0.0016415404064227628 0.056897299949055645 0.08424687258250156 0.1572576841072473 0.15278590162078529 0.33093077227872225 0.8027321270212645 1.0 0.42559293571576823 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00012264382346836733 0.0 0.0 0.0 0.0 0.0001415121040019623 0.00016981452480235477 0.03219872073057982 0.09556784090265855 0.008066189928111851 0.2744863110624729 0.04599143380063775 0.0004151021717390894 0.0019906035962942697 0.0066416347478254305 0.0007924677824109889 4.717070133398743e-05 0.024104228381667578 0.35821430593030057 0.11287948829223193 0.003981207192588539 0.0001509462442687598 0.0 3.773656106718995e-05 0.0 0.0 0.0 0.0 3.773656106718995e-05 0.0 2.830242080039246e-05 0.0004151021717390894 0.0002924583482707221 0.000349063189871507 4.717070133398743e-05 9.434140266797486e-05 1.8868280533594974e-05 0.00025472178720353214 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.8868280533594974e-05 9.434140266797487e-06 0.0 0.0 0.0 0.0 2.830242080039246e-05 0.0 0.0 0.0 0.0001415121040019623 0.0 1.8868280533594974e-05 0.0 0.0 
p2at_met_025.pcd 0.4126994744386049 0.0 0.0 4.777830864787386e-05 0.0 0.0 1.9111323459149544e-05 0.0001051122790253225 0.00021978021978021978 0.0 3.822264691829909e-05 0.0 0.0 0.0 0.0 1.9111323459149544e-05 0.0004873387482083134 0.0008122312470138557 0.00022933588150979455 0.001347348303870043 0.008179646440516006 0.03784997611084567 0.0884472049689441 0.46630673674151935 0.2828475871954133 0.40307692307692305 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.555661729574772e-06 0.00025800286669851885 0.00210224558050645 0.005504061156235069 0.00023889154323936931 0.0 6.688963210702341e-05 0.0 0.012231247013855709 0.0059340659340659345 0.5925561395126613 0.007759197324414715 0.0038413760152890587 0.6903105590062112 0.06790253225035833 0.0 0.00018155757286192068 0.0005351170568561873 2.866698518872432e-05 0.0 0.0011657907310081224 0.04343048256091735 0.0029526994744386048 0.0010606784519827997 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9111323459149544e-05 0.0002866698518872432 0.000210224558050645 0.0029813664596273293 0.00016244624940277115 0.0032202580028666983 0.0009460105112279025 0.004175824175824176 9.555661729574773e-05 9.555661729574773e-05 0.0 0.0 0.0 0.0 2.866698518872432e-05 0.0 0.00025800286669851885 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
p2at_met_026.pcd 0.33918451460955323 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.04841944505777582 0.010018767939942592 3.679988224037683e-05 0.00016559947008169574 0.0 0.007902774711120924 0.06318539780672702 0.6614594833296533 0.007231176860234047 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.7599911680282623e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00010119967616103628 0.00016559947008169574 0.00016559947008169574 0.00020239935232207256 9.199970560094208e-05 0.010368366821226173 0.03784867888422757 0.4115422830646942 0.07134577169353058 0.06234820048575845 0.004452785751085596 0.0006623978803267829 3.679988224037683e-05 6.439979392065946e-05 9.199970560094207e-06 2.7599911680282623e-05 0.0 9.199970560094207e-06 1.8399941120188414e-05 0.0 0.0 0.0 0.0 2.7599911680282623e-05 1.8399941120188414e-05 0.0 0.0013891955545742253 0.00010119967616103628 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.760451166556267 0.00042319864576433356 0.0 0.0 0.0 0.0 0.0 0.0 
