overlap PointCloud0.pcd PointCloud1.pcd PointCloud10.pcd PointCloud11.pcd PointCloud12.pcd PointCloud13.pcd PointCloud14.pcd PointCloud15.pcd PointCloud16.pcd PointCloud17.pcd PointCloud18.pcd PointCloud19.pcd PointCloud2.pcd PointCloud20.pcd PointCloud21.pcd PointCloud22.pcd PointCloud23.pcd PointCloud24.pcd PointCloud25.pcd PointCloud26.pcd PointCloud27.pcd PointCloud28.pcd PointCloud29.pcd PointCloud3.pcd PointCloud30.pcd PointCloud4.pcd PointCloud5.pcd PointCloud6.pcd PointCloud7.pcd PointCloud8.pcd PointCloud9.pcd 
PointCloud2.pcd 0.7623499225930778 0.7887224068681051 0.11520640041572389 0.15158224079507193 0.14027433446286092 0.13151057172861025 0.12286048349554504 0.05503469778821899 0.03205079626281545 0.028256233151815004 0.024791867401400904 0.018393616906104863 1.0 0.018485639121350237 0.01495090344163085 0.012309324556940098 0.009072307808896925 0.0073347118622048525 0.011394515475971376 0.011448646190821596 0.007534995507150667 0.0029014063159718087 0.0011746365122497807 0.7463434702118676 0.0011421580833396487 0.5859216836817547 0.1708636014247204 0.13558661455683182 0.11003150407604283 0.08598664053957497 0.07195595925039786 
PointCloud20.pcd 0.06973149429263231 0.08115163438256659 0.09736034244206157 0.10077071082670357 0.12746454514008992 0.15773629367001038 0.13823071601521963 0.21847976478727085 0.23474792459356625 0.3650985818056036 0.48850959875475614 0.7027682895191976 0.08387020062262193 1.0 0.707870330335524 0.56392684192321 0.35340820650294014 0.2800663697682463 0.4944980110688343 0.5272397094430993 0.31406736423382914 0.1155796004842615 0.0665481234866828 0.0936527153234175 0.04991784849533033 0.09838183154617779 0.09927360774818401 0.10332173123486683 0.10489990487720512 0.09160973711518505 0.08739947250086476 
PointCloud21.pcd 0.02885912507226826 0.036615918288687606 0.059281385837562366 0.06077492987302199 0.08332262692447699 0.12655510588638358 0.12229930836598787 0.1683047472216869 0.19922485599880088 0.2753581293762446 0.40433288366416137 0.7003008500888632 0.036155542707864925 0.7998436864306974 1.0 0.7616111004047023 0.5746022569109869 0.44036530267017837 0.5324350656302863 0.5362572535920002 0.2526284233742318 0.1370045609301728 0.09256225776749963 0.04135350420761868 0.0703839318215884 0.04480632106378878 0.046497933663090726 0.04863386222993084 0.053093081518597034 0.05558232157769641 0.05567867925740348 
PointCloud22.pcd 0.018326253232517072 0.023678700104424653 0.04164958148129924 0.04244780134166544 0.05619249126605324 0.07507640494896313 0.06849929198991837 0.1263592973478325 0.14142706402707386 0.22186138310726217 0.41282728381089845 0.6879616417086278 0.023804447068728918 0.7735789226218789 0.7937859130596423 1.0 0.7432957732618216 0.6592968011065733 0.5938974451497209 0.5652818098815245 0.2616848999764908 0.16990055055301329 0.11896756275046881 0.027494847108093183 0.0916695369778084 0.02981843231806328 0.031939728933283035 0.0324645858277704 0.03636820898052016 0.0388448774513824 0.04068187658208817 
PointCloud23.pcd 0.014075110172120162 0.018177668272185123 0.032797055053871677 0.03291995622377377 0.04103728587397363 0.05218617771509168 0.05254902878813594 0.08140739396847878 0.10368176790406686 0.24082776864147387 0.41589755894866826 0.5579596064821588 0.01854637178189139 0.6341641842581158 0.6891712364442936 0.7209031480256805 1.0 0.7501243642790676 0.6131246744582107 0.5533595912658236 0.37644043097343577 0.2864241026751488 0.17639244099280735 0.020863936700045063 0.13481673094592933 0.02286547003845051 0.02425249752734551 0.025159625209956165 0.02753571449472988 0.02850721898062258 0.031708501834738896 
PointCloud24.pcd 0.012549458214573487 0.015411720845209318 0.028989428870368365 0.028033336941227404 0.0364998616973939 0.049325925124171686 0.050408293345840696 0.08610239203376989 0.11680557058844752 0.2013685944847326 0.3016981154766629 0.3847638633329725 0.016981154766629387 0.4531274428449447 0.5182078387511876 0.5884535363375064 0.6918678067611935 1.0 0.6979531214296881 0.5960782191434859 0.4700604923572777 0.38184748229125326 0.255709492369304 0.01850248343375305 0.19524720087551564 0.019933614749070967 0.021418864475472334 0.022597443205734147 0.02400452189390386 0.024184916597515364 0.026397758295149787 
PointCloud25.pcd 0.016873665602975273 0.02114373608209555 0.029953626116302028 0.02963222296195964 0.04131752335912211 0.05910948368878992 0.061037902614844236 0.09397598659289699 0.12330402442663974 0.22845450997497646 0.30544778346610346 0.3902809981863679 0.021918547257742373 0.4912762000964209 0.5779115682178195 0.6512890562225946 0.7179342960123052 0.772498220803967 1.0 0.7459365458343855 0.5839665740719484 0.42688078238710714 0.28558392065933563 0.023669046580500012 0.21393971395119263 0.02504648867053881 0.02573520971555821 0.027193002594182603 0.02740535824973025 0.0252875410362956 0.026251750499322758 
PointCloud26.pcd 0.02751630901531654 0.034187791130853185 0.043856605791051224 0.04295228724342094 0.05967364906752814 0.11324456982306069 0.10014616972751006 0.17162714775655064 0.19966102273308953 0.28188576011102073 0.3520017290115628 0.42525721890765145 0.03392047684318889 0.49402524129380115 0.5679518606780682 0.6144588591936209 0.6564613275851282 0.6983386701398565 0.7976601468522321 1.0 0.6532706187472629 0.5246412585384165 0.37724302281271505 0.03625236743770724 0.27466258680604927 0.03761168902817037 0.04124602583279776 0.04422060822531751 0.04349260335678495 0.038811759553642015 0.038908447700243994 
PointCloud27.pcd 0.02225063352100079 0.029399961014092257 0.029285296579559916 0.028935570054236276 0.04594603891710908 0.1071023150749332 0.08631938631594638 0.1531859513134811 0.18213872103289722 0.24594374562841842 0.27788925708912865 0.3174714198896928 0.027278668975243947 0.3592494066115513 0.4192246390936923 0.4683010170735343 0.579273256813934 0.6927279815619589 0.7614234442902845 0.7805150726399193 1.0 0.6937542282510234 0.5657371203173912 0.02939422779236564 0.40595223079657383 0.03187097957826421 0.032851360493515724 0.03248443430301223 0.030976596988911947 0.02546123768790634 0.025300707479561063 
PointCloud28.pcd 0.01490445048165762 0.018837649812028987 0.009609981869051688 0.00952888497564197 0.026333319817184432 0.05683154437448228 0.056287036661588456 0.08402217420771231 0.12459379145354596 0.17636836526040792 0.19145818006985918 0.22800391582142465 0.01820625257048189 0.2529991368973487 0.3063377222199695 0.36249732090619985 0.4676046874004391 0.666593293286915 0.7170355609877601 0.7409012181911917 0.7733921092722712 1.0 0.7191440802164129 0.02057544038509439 0.5962591161597145 0.02032056443437813 0.018188874664751234 0.016005051177932376 0.012772760712030724 0.007513047910886099 0.007316098312605354 
PointCloud29.pcd 0.010170079833391184 0.01255929654055305 0.003320606270970728 0.0034536619229434224 0.018604651162790697 0.03976628485479579 0.039355547842184424 0.0526321878977207 0.08608122179798681 0.14856531297003356 0.16371630220988082 0.19040263797292606 0.01355432141617494 0.21584519264144394 0.2512437810945274 0.3032106907323846 0.415347680203633 0.5657352771028578 0.5989239847275252 0.6188591924100428 0.6866307994909175 0.7296598403332176 1.0 0.014584056461876663 0.7191426587990282 0.014936943191021635 0.01338655559412241 0.011523776466504685 0.007364341085271318 0.0024759921323614484 0.002088395233136642 
PointCloud3.pcd 0.731014375551985 0.7640323902148353 0.17836431543217102 0.22493322976409624 0.2105097947413784 0.19535747347811744 0.17714063780206216 0.07588929441683781 0.04988348460826355 0.0434299151938199 0.03650815607742155 0.02614413858415178 0.7864522925334383 0.025298204918120005 0.02058438587343981 0.016689898807180328 0.011699422211345088 0.009002011087583396 0.014998031475116781 0.015907809191415104 0.0102469700677811 0.0046818970195469205 0.001207716617542217 1.0 0.0011651539173645176 0.6483895338320264 0.24690090339331128 0.19509677693952904 0.16114238287276944 0.11778695240426053 0.09696847167984336 
PointCloud30.pcd 0.007397397514008457 0.008772032012674597 0.0017532414580445242 0.0020211786908353817 0.013653149427429782 0.023095024522081523 0.023100849244533497 0.03372514299693619 0.060017940145152084 0.1446045595927354 0.1626379003040505 0.19299635372374507 0.009768059551962348 0.2111170652718398 0.2445626215910812 0.28289512004752976 0.4047308395754942 0.5022774664787223 0.5069838422199182 0.5382451276196689 0.6450472384990855 0.7099113477242809 0.7464498316655211 0.010711664589182325 1.0 0.010997075989329108 0.01050197458091122 0.009109865914889156 0.005749001060099486 0.0013163872741463868 0.0012523153271746601 
PointCloud4.pcd 0.6158725149889555 0.6595403386978016 0.42857368254970024 0.49031766067108445 0.4507731145471758 0.4269748606290102 0.39018617860523824 0.11476280635321343 0.07324602924161144 0.0611023456400547 0.05110970863574209 0.03610497528137162 0.6910434416745556 0.03556852845271905 0.028599978962869466 0.022583359629746502 0.01497843694120122 0.010707899442516041 0.020053644682865256 0.026764489323656254 0.02296728726201746 0.005553802461344273 0.0013568949195329758 0.7499894814347323 0.001288524245292942 1.0 0.530772062690649 0.37453981276953824 0.3022772693804565 0.23638897654359944 0.17730619543494266 
PointCloud5.pcd 0.22129378504501962 0.28876312310240854 0.6164788018457261 0.6920218853371377 0.5808445817068264 0.55355584471235 0.5398330903371116 0.17405845496208736 0.10300426941748841 0.08318831945903293 0.06938195348059427 0.0437863514509226 0.33855905853334795 0.0471778471057321 0.03896300709130909 0.029358124173682203 0.018086234917250643 0.012818703915635892 0.026745261573674888 0.06278186255297578 0.0475697764957332 0.006323127492017705 0.0014161715292039653 0.45009171147726024 0.0013377856512037458 0.6641060613186595 1.0 0.7435214071832819 0.6462340811346095 0.4861439896321612 0.34204984296695773 
PointCloud6.pcd 0.16715159026931642 0.23402378051342382 0.5924751060879795 0.6505819083231797 0.5615940506701399 0.5309598336204361 0.5151989412209571 0.23967480357968152 0.12959539515146423 0.10138754674173354 0.08335259022730138 0.051274106129994536 0.28021406663585563 0.0546353094407798 0.0450348724843494 0.03393239779841183 0.021196588378639553 0.015477290870131506 0.030770765934204445 0.08916116969875215 0.05772341498256376 0.007919835301037771 0.0014967858493340617 0.41813894374185956 0.0013339775639679005 0.6702922146128314 0.8156852653249863 1.0 0.7581771774295197 0.6538695853115415 0.4951367589597076 
PointCloud7.pcd 0.22121936483753185 0.32023431138196434 0.6372954372323938 0.6625653418792193 0.613265386534976 0.5875489243216265 0.5684940502771284 0.3171767054558827 0.16065039796159605 0.11851112453702488 0.09373506002259056 0.05771625206861226 0.3515248627492185 0.06081588694213139 0.05010901258241614 0.03725340828495626 0.02418765925030865 0.018030418450707925 0.033701962226483494 0.0922587932438467 0.0673041057028028 0.009766476660800126 0.001313404607423363 0.5181381176285167 0.001082245396516851 0.7347080301557698 0.8234153773411437 0.816743281935433 1.0 0.7190417399984239 0.616417557592792 
PointCloud8.pcd 0.4124730935612631 0.49102422101941445 0.7673925309815887 0.7900618586863388 0.7150059559883806 0.6719556540093206 0.6378706819084241 0.3513928653528662 0.19280161334141396 0.1297465047752398 0.10318488641825667 0.0640112014377965 0.5286253160853482 0.06607489916616163 0.054768970345447324 0.040511170090489226 0.027596079496771227 0.021086288687801717 0.03608597521472905 0.08299722053875572 0.07170696537167458 0.01205303964389459 0.0009456437692002257 0.6023698564293327 0.0006164970429040146 0.7738135044199703 0.8361528494702305 0.8408549455601764 0.8271979686944891 1.0 0.8047480721406032 
PointCloud9.pcd 0.516332675734607 0.5494652684041117 0.9065569515107466 0.749345862319593 0.702658083272765 0.6480375869587789 0.5497144637109335 0.32743744159484994 0.20442321669608557 0.14198421763056795 0.10732530370678019 0.06525802097393832 0.596646246495691 0.06761499325096045 0.05624545737721939 0.04157408368809054 0.029270065413768042 0.022432769182847055 0.03682379815180147 0.07562558405150037 0.06825874779358322 0.011608348042778528 0.0009863980895026478 0.6656941127608763 0.0005814557159173502 0.7803654864500051 0.8319021908420725 0.8399595057626414 0.8414287197591112 0.8403696397051189 1.0 
